post,username,mbti,titles_all
475,surreal-breakfast, INFP - The Idealists,['Man with no name- Teleport']
476,-mpt-, ENTP - The Visionaries,['\xe3\x82\xb9\xe3\x83\x88\xe3\x83\xac\xe3\x82\xa4\xe3\x83\x86\xe3\x83\x8a\xe3\x83\xbc - Berserker Tune']
477,de-l-eau-salee, INFP - The Idealists,[]
478,behindsmile, INFP,['Billy Joel- Only the Good Die Young']
479,kerrylee, ENFP - The Inspirers,"['Bloody Mother Fucking Asshole - Martha Wainwright', 'Damien Rice - Coconut Skins ']"
480,starri, ENFP - The Inspirers,['Katie Melua - Just like heaven']
481,slowriot, INTP - The Thinkers,"['The Orb - Little Fluffy Clouds', 'California Photography by Stephanie Taylor to be played to Misery is a Butterfly', 'Neko Case - Hold on, Hold on']"
482,dina, INFJ - The Protectors,"[""This week I'm listening to very melancholic and introspective songs:-The Beach at Redpoint by Boards of Canada -Sleeping Song and Weeping Willow by Sebastien Schuller-Protest Song by Kangding Ray-For the Damaged by Blonde Redhead""]"
483,slowriot, INTP - The Thinkers,[]
484,slowriot, INTP - The Thinkers,"['Decorate Decorate - Surname of Copenhagen', 'Spleen United: Peak Fitness Condition']"
485,slowriot, INTP - The Thinkers,[]
486,mcgooglian, ISTP - The Mechanics,[]
487,summoningdark, INTP - The Thinkers,"['MANIC STREET PREACHERS ""Little Baby Nothing']"
488,surreal-breakfast, INFP - The Idealists,[]
489,trope, INTP - The Thinkers,[]
490,de-l-eau-salee, INFP - The Idealists,['Dispatch - Elias ']
491,trope, INTP - The Thinkers,"['Dispatch - Elias ', 'Regrets ']"
492,de-l-eau-salee, INFP - The Idealists,['Regrets ']
493,psilocin, INTP - The Thinkers,[]
494,trope, INTP - The Thinkers,['The Dubliners - The Little Beggarman']
495,slowriot, INTP - The Thinkers,"['RATM -Killing in the name - ', 'Stone Temple Pilots - Vasoline ']"
496,surreal-breakfast, INFP - The Idealists,['Pink Floyd - Pow R. Toc H. ']
497,slowriot, INTP - The Thinkers,['Me & Armini - Emiliana Torrini']
498,merov, ENTP - The Visionaries,['Deadmau5 ft. kaskade - I remember   Kaskade & Deadmau5']
499,de-l-eau-salee, INFP - The Idealists,[]
500,banja, ISFP - The Artists,['Cat Power - I Found a Reason']
501,sily, INFP,[]
502,summoningdark, INTP - The Thinkers,['The Saga Begins']
503,slowriot, INTP - The Thinkers,['The Go-Betweens    Finding you']
504,surreal-breakfast, INFP - The Idealists,[]
505,slowriot, INTP - The Thinkers,"['How Many More Times ', 'How Many More Times ']"
506,de-l-eau-salee, INFP - The Idealists,['Imagine - Pan Pipes Flute - John Lennon']
507,mcgooglian, ISTP - The Mechanics,['Kid Cudi - Down & Out']
508,moon, INFP,['Cat Power - Good Woman']
509,slowriot, INTP - The Thinkers,['Cat Power - Good Woman']
510,trope, INTP - The Thinkers,[]
511,azura-nova, INFP - The Idealists,[]
512,jrquinlisk, INTP - The Thinkers,['Drowned Live at the Royal Albert Hall']
513,surreal-breakfast, INFP - The Idealists,['Can - Spoon Live']
514,spooky, INFP - The Idealists,['Adema - Giving In']
515,moon, INFP,[]
516,slowriot, INTP - The Thinkers,[]
517,ladyjava, INFP - The Idealists,['Elbow - Grounds For Divorce ']
518,slowriot, INTP - The Thinkers,['Sasha - Xpander']
519,summoningdark, INTP - The Thinkers,[]
520,zaria, ENFP - The Inspirers,[]
521,spooky, INFP - The Idealists,"[""Backstreet Boys - Quit Playin' Games ""]"
522,moon, INFP,[]
523,#NAME?, INFJ,['Halo - Beyonce Piano Cover']
524,ikari-t, INFP,['Chopin Etude op.10-12']
525,slowriot, INTP - The Thinkers,['The Clientele - Bookshop Casanova']
526,mcgooglian, ISTP - The Mechanics,['Frank Zappa - Rat Tomago ']
527,slowriot, INTP - The Thinkers,['A Silver Mt. Zion - Broken Chord Can Sing a Little']
528,summoningdark, INTP - The Thinkers,[]
529,surreal-breakfast, INFP - The Idealists,"[""Wintertime Love - The Doors I can't find a video for it""]"
530,newsoul, ISTJ - The Duty Fulfillers,[]
531,decon, INFJ - The Protectors,['Deadma5-Alone with you']
532,bastable, INFP - The Idealists,['A boy named sue - Johnny Cash']
533,newsoul, ISTJ - The Duty Fulfillers,['Yael Naim new soul']
534,sily, INFP,['Def Leppard w Taylor Swift- Hysteria']
535,slowriot, INTP - The Thinkers,['Lord Jasaw']
536,slowriot, INTP - The Thinkers,['ISIS - In Fiction']
537,trope, INTP - The Thinkers,[]
538,spooky, INFP - The Idealists,['Chevelle Comfortable Liar']
539,summoningdark, INTP - The Thinkers,['Fields of Agony']
540,surreal-breakfast, INFP - The Idealists,[]
541,starri, ENFP - The Inspirers,[]
542,psilocin, INTP - The Thinkers,['Radiohead - Creep']
543,spooky, INFP - The Idealists,"['Hurt - ""Forever""  ']"
544,de-l-eau-salee, INFP - The Idealists,['Trains To Brazil - Guillemots']
545,mcgooglian, ISTP - The Mechanics,"['Hurt - ""Forever""  ']"
546,spooky, INFP - The Idealists,[]
547,mcgooglian, ISTP - The Mechanics,[]
548,moon, INFP,['Greens Keepers - Lotion']
549,de-l-eau-salee, INFP - The Idealists,['Fleet Foxes - White Winter Hymnal ']
550,summoningdark, INTP - The Thinkers,['Pet Shop Boys - Numb']
551,spooky, INFP - The Idealists,['Hurt-Wars']
552,mcgooglian, ISTP - The Mechanics,['Hurt-Wars']
553,de-l-eau-salee, INFP - The Idealists,['Fleet Foxes - Tiger Mountain Peasant Song ']
554,#NAME?, INFJ,['Brand New - The Quiet Things That No One Ever Knows LIVE']
555,kerrylee, ENFP - The Inspirers,['Antony and The Johnsons - Another World']
556,banja, ISFP - The Artists,['Dido- take my hand']
557,moon, INFP,[]
558,banja, ISFP - The Artists,"[""Vanessa Paradis - L'incendie"", 'Vanessa Paradis - Sunday Mondays']"
559,robatix, ENFP - The Inspirers,[]
560,summoningdark, INTP - The Thinkers,"['NOFX - Idiots Are Taking over', 'One Man Army- SOS']"
561,banja, ISFP - The Artists,['Portishead - glory box']
562,sily, INFP,"[""Do You Believe In Magic by The Lovin' Spoonful""]"
563,mcgooglian, ISTP - The Mechanics,[]
564,summoningdark, INTP - The Thinkers,[]
565,mcgooglian, ISTP - The Mechanics,[]
566,arretez, INTJ - The Scientists,['Amaranth - Nightwish']
567,paperplanes,,['Michael Jackson - Thriller']
568,arretez, INTJ - The Scientists,[]
569,spooky, INFP - The Idealists,['Hurt - Falls Apart']
570,mcgooglian, ISTP - The Mechanics,['Hurt - Falls Apart']
571,spooky, INFP - The Idealists,[]
572,de-l-eau-salee, INFP - The Idealists,[]
573,behindsmile, INFP,[]
574,spooky, INFP - The Idealists,[]
575,slowriot, INTP - The Thinkers,[]
576,mcgooglian, ISTP - The Mechanics,[]
577,spooky, INFP - The Idealists,[]
578,mcgooglian, ISTP - The Mechanics,[]
579,surreal-breakfast, INFP - The Idealists,[]
580,summoningdark, INTP - The Thinkers,"['The Gaslight Anthem - ""I\\\'da Called You Woody, Joe']"
581,surreal-breakfast, INFP - The Idealists,[]
582,kerrylee, ENFP - The Inspirers,['Bob Marley - Wake up and live in Santa Barbara 1979']
583,sily, INFP,['Audio Lotion - El Mensaje']
584,newsoul, ISTJ - The Duty Fulfillers,[]
585,mcgooglian, ISTP - The Mechanics,[]
586,banja, ISFP - The Artists,[]
587,banja, ISFP - The Artists,['ATB - Humanity']
588,trope, INTP - The Thinkers,[]
589,kerrylee, ENFP - The Inspirers,['Toni Childs - Fell from a great height']
590,spooky, INFP - The Idealists,['Stabbing Westward - Shame']
591,summoningdark, INTP - The Thinkers,"[""Dredg - Same ol' Road ""]"
592,trope, INTP - The Thinkers,['Beatboxing flute inspector gadget remix']
593,spooky, INFP - The Idealists,['Seether - Careless Whisper']
594,daylightsun, ENTJ - The Executives,['Seether - Careless Whisper']
595,spooky, INFP - The Idealists,[]
596,mcgooglian, ISTP - The Mechanics,[]
597,spooky, INFP - The Idealists,[]
598,mcgooglian, ISTP - The Mechanics,[]
599,mcgooglian, ISTP - The Mechanics,['The Tea Party - The Messenger']
600,summoningdark, INTP - The Thinkers,['finger 11- one thing']
601,gengbanghis-khan, INTP - The Thinkers,['Yael Naim New Soul']
602,spooky, INFP - The Idealists,[]
603,gengbanghis-khan, INTP - The Thinkers,[]
604,spooky, INFP - The Idealists,[]
605,gengbanghis-khan, INTP - The Thinkers,[]
606,spooky, INFP - The Idealists,[]
607,snail, INFP - The Idealists,['Colours Run cover Sprout And The Bean by Joanna Newsom']
608,banja, ISFP - The Artists,[]
609,robatix, ENFP - The Inspirers,[]
610,alanna, INTJ - The Scientists,[]
611,slowriot, INTP - The Thinkers,['Bathtime in Clerkenwell ']
612,slowriot, INTP - The Thinkers,['The Real Tuesday Weld - The Ugly and the Beautiful']
613,daylightsun, ENTJ - The Executives,[]
614,slowriot, INTP - The Thinkers,['Nitin Sawhney - Letting Go ']
615,slowriot, INTP - The Thinkers,['Silicone Soul - Right On 4 Tha Darkness SOMA 083']
616,snail, INFP - The Idealists,['Moody Blues - Blue World ']
617,slowriot, INTP - The Thinkers,['Ian Pooley - Coracao Tambor']
618,snail, INFP - The Idealists,[]
619,slowriot, INTP - The Thinkers,[]
620,gengbanghis-khan, INTP - The Thinkers,[]
621,summoningdark, INTP - The Thinkers,['Sonata Arctica - Broken']
622,de-l-eau-salee, INFP - The Idealists,['Leprechaun In The Hood']
623,mysterywhiteboy,,[]
624,naydra, Unknown Personality,['Juno Reactor - God Is God ']
625,bella, ENFP - The Inspirers,[]
626,grim, Unknown Personality,[]
627,moon, INFP,['Adam Sandler - Lunch Lady']
628,#NAME?, INFJ,['Adam Sandler - Lunch Lady']
629,moon, INFP,[]
630,#NAME?, INFJ,[]
631,moon, INFP,[]
632,inspector-kate, INFP - The Idealists,['Gavin Rossdale - Love Remains The Same']
633,naydra, Unknown Personality,['Wolfsheim- Once in a Lifetime']
634,robatix, ENFP - The Inspirers,[]
635,gengbanghis-khan, INTP - The Thinkers,['VITAS \\xe2\\x94\\x80 \\xe7\\xac\\xac\\xe4\\xb8\\x83\\xe5\\x85\\x83\\xe7\\xb4\\xa0']
636,surreal-breakfast, INFP - The Idealists,['Sly & The Family Stone - Underdog']
637,spooky, INFP - The Idealists,['28 Weeks Later - 28 Days Later Theme Song - In A Heartbeat by John Murphy']
638,kerrylee, ENFP - The Inspirers,['i remember']
639,summoningdark, INTP - The Thinkers,[]
640,inspector-kate, INFP - The Idealists,['Alice In Chains-Rooster']
641,grim, Unknown Personality,[]
642,robatix, ENFP - The Inspirers,[]
643,sily, INFP,[]
644,kerrylee, ENFP - The Inspirers,[]
645,robatix, ENFP - The Inspirers,[]
641,grim, Unknown Personality,[]
642,robatix, ENFP - The Inspirers,[]
643,sily, INFP,[]
644,kerrylee, ENFP - The Inspirers,[]
645,robatix, ENFP - The Inspirers,[]
646,turbomursu,,[]
647,kerrylee, ENFP - The Inspirers,['Newton Faulkner teardrops live ']
648,naydra, Unknown Personality,['Covenant - Brave New World']
649,de-l-eau-salee, INFP - The Idealists,[]
650,robatix, ENFP - The Inspirers,[]
651,banja, ISFP - The Artists,[]
652,robatix, ENFP - The Inspirers,[]
653,slowriot, INTP - The Thinkers,[]
654,turbomursu,,[]
655,summoningdark, INTP - The Thinkers,['Apoptygma Berzerk - Shine On ']
656,sily, INFP,[]
657,sugarfix,,[]
658,naydra, Unknown Personality,[]
659,grim, Unknown Personality,[]
660,ladyjava, INFP - The Idealists,"[""Lost's Book Of Love""]"
661,spooky, INFP - The Idealists,['X-Ecutioners feat. Linkin Park + Wayne Static']
662,slowriot, INTP - The Thinkers,[]
663,mcgooglian, ISTP - The Mechanics,[]
664,slowriot, INTP - The Thinkers,[]
665,snail, INFP - The Idealists,[]
666,surreal-breakfast, INFP - The Idealists,[]
667,moon, INFP,['The Virgins - Rich Girls']
668,spooky, INFP - The Idealists,[]
669,decon, INFJ - The Protectors,"['Sharam  - ""The One""  ft. Daniel Bedingfield- ']"
670,surreal-breakfast, INFP - The Idealists,[]
671,closet-extrovert, ENFP - The Inspirers,[]
672,slowriot, INTP - The Thinkers,['Andy Caldwell - Warrior']
673,rswear, INFP - The Idealists,[]
674,surreal-breakfast, INFP - The Idealists,['Goldfrapp - Clowns']
675,#NAME?, INFJ,['Live Your Life - T.I. ft. Rihanna Piano Cover']
676,naydra, Unknown Personality,['Cowboy Bebop OST 2 No Disc -  Want It All Back']
677,spooky, INFP - The Idealists,[]
678,malebranche, INTP - The Thinkers,[]
679,mcgooglian, ISTP - The Mechanics,[]
680,bella, ENFP - The Inspirers,['The Truth- Daniel D.']
681,nightriser, Unknown Personality,[]
682,andrea, ENTP - The Visionaries,[]
683,snail, INFP - The Idealists,[]
684,zaria, ENFP - The Inspirers,[]
685,snail, INFP - The Idealists,['Riverside - Acronym Love ']
686,snail, INFP - The Idealists,"[""We Didn't Start the Flame War""]"
687,summoningdark, INTP - The Thinkers,"['Day Watch - Tearing Away', 'Big Fish - Man of the Hour', 'Stardust - Take That - rule the world']"
688,spooky, INFP - The Idealists,['RED - Fight Inside  ']
689,wisdom, INFP - The Idealists,[]
690,snail, INFP - The Idealists,[]
691,schwarz, INFP - The Idealists,[]
692,wisdom, INFP - The Idealists,[]
693,snail, INFP - The Idealists,['Fleet Foxes - White Winter Hymnal ']
694,wisdom, INFP - The Idealists,[]
695,cjay3113, INFJ - The Protectors,[]
696,daylightsun, ENTJ - The Executives,['Bj\\xc3\\xb6rk -Joga Live-']
697,robatix, ENFP - The Inspirers,[]
698,surreal-breakfast, INFP - The Idealists,['Jefferson Airplane - Come Up The Years']
699,mcgooglian, ISTP - The Mechanics,[]
700,sily, INFP,['Beastie Boys: Freaky Hijiki']
701,slowriot, INTP - The Thinkers,[]
702,mcgooglian, ISTP - The Mechanics,"[""We Be Burnin' - Sean Paul Piano Cover""]"
703,trope, INTP - The Thinkers,[]
704,robatix, ENFP - The Inspirers,[]
705,summoningdark, INTP - The Thinkers,['Matt Skiba - Demons Away']
706,robatix, ENFP - The Inspirers,[]
707,bastable, INFP - The Idealists,['The Logical Song - SuperTramp']
708,-mpt-, ENTP - The Visionaries,['Radwimps - 4645']
709,closet-extrovert, ENFP - The Inspirers,[]
710,mcgooglian, ISTP - The Mechanics,['Alter Bridge- Watch Over You']
711,mcgooglian, ISTP - The Mechanics,"[""I'm On A Boat  - ""]"
712,robatix, ENFP - The Inspirers,[]
713,-mpt-, ENTP - The Visionaries,[]
714,robatix, ENFP - The Inspirers,[]
715,de-l-eau-salee, INFP - The Idealists,['Slightly Stoopid - Wiseman']
716,kerrylee, ENFP - The Inspirers,[]
717,robatix, ENFP - The Inspirers,[]
718,spooky, INFP - The Idealists,[]
719,robatix, ENFP - The Inspirers,[]
720,kerrylee, ENFP - The Inspirers,[]
721,-mpt-, ENTP - The Visionaries,['Zebrahead - Anthem ']
722,behindsmile, INFP,['John Mayer- Back to You']
723,-mpt-, ENTP - The Visionaries,[]
724,sily, INFP,['Stand By Me | Playing For Change | Song Around The World']
725,perseus, INTP - The Thinkers,[]
726,perseus, INTP - The Thinkers,[]
727,slowriot, INTP - The Thinkers,[]
728,perseus, INTP - The Thinkers,[]
729,slowriot, INTP - The Thinkers,['Da hool - meet her at the love parade']
730,slowriot, INTP - The Thinkers,['Craig David - Fill Me in ']
731,robatix, ENFP - The Inspirers,[]
732,mcgooglian, ISTP - The Mechanics,[]
733,-mpt-, ENTP - The Visionaries,"['The Apples in stereo ""Energy"" Directed by Elijah Wood']"
734,robatix, ENFP - The Inspirers,[]
735,kerrylee, ENFP - The Inspirers,[]
736,de-l-eau-salee, INFP - The Idealists,['Jack Johnson - Good People']
737,da-blob,,[]
738,-mpt-, ENTP - The Visionaries,[]
739,schwarz, INFP - The Idealists,"['77s - Eighty Eight - The Lust, the Flesh, the Eyes']"
740,-mpt-, ENTP - The Visionaries,[]
741,robatix, ENFP - The Inspirers,[]
742,daylightsun, ENTJ - The Executives,[]
743,daylightsun, ENTJ - The Executives,[]
744,robatix, ENFP - The Inspirers,[]
745,surreal-breakfast, INFP - The Idealists,['GONG LIVE 2000']
746,turbomursu,,"['Don Johnson Big Band One MC, One Delay', 'HELLSONGS - Breaking The Law']"
747,#NAME?, INFJ,['Justice - D.A.N.C.E']
748,robatix, ENFP - The Inspirers,[]
749,surreal-breakfast, INFP - The Idealists,[]
750,moon, INFP,"['Samwell - ""What What ']"
751,daylightsun, ENTJ - The Executives,['Silversun Pickups - Panic Switch ']
752,spooky, INFP - The Idealists,[]
753,robatix, ENFP - The Inspirers,[]
754,trope, INTP - The Thinkers,[]
755,surreal-breakfast, INFP - The Idealists,[]
756,robatix, ENFP - The Inspirers,[]
757,de-l-eau-salee, INFP - The Idealists,['Marcy Playground - A cloak of elvenkind']
758,robatix, ENFP - The Inspirers,[]
759,man, ISFP - The Artists,[]
760,#NAME?, INFJ,['Because Of You - Ne-Yo Piano Cover']
761,summoningdark, INTP - The Thinkers,"['montego', 'Descendents - Cool To Be You']"
762,spooky, INFP - The Idealists,['Breaking Benjamin - The Diary of Jane']
763,mcgooglian, ISTP - The Mechanics,[]
764,robatix, ENFP - The Inspirers,[]
765,kerrylee, ENFP - The Inspirers,['Crazy  - Ray Lamontagne']
766,kevinaswell, INTP - The Thinkers,[]
767,gopher,,[]
768,robatix, ENFP - The Inspirers,[]
769,mcgooglian, ISTP - The Mechanics,"[""Eiffel 65 - I'm Blue""]"
770,surreal-breakfast, INFP - The Idealists,[]
771,robatix, ENFP - The Inspirers,[]
772,summoningdark, INTP - The Thinkers,"['Die \\xc3\\x84rzte: Unrockbar ', 'Die \\xc3\\x84rzte: Junge ']"
773,starri, ENFP - The Inspirers,['Mago de oz - Desde mi cielo']
774,robatix, ENFP - The Inspirers,[]
775,daylightsun, ENTJ - The Executives,['Kanye West- Heartless   Full Version!!   Download Link!']
776,trope, INTP - The Thinkers,"[""The Young Dubliners -- I'll Tell Me Ma""]"
777,starri, ENFP - The Inspirers,"[""Plain White T's - Natural Disaster""]"
778,nephilimazrael, INTJ - The Scientists,"['Full House - I Am, I Feel']"
779,spooky, INFP - The Idealists,[]
780,mcgooglian, ISTP - The Mechanics,[]
781,trope, INTP - The Thinkers,['CAKE - The Distance ']
782,robatix, ENFP - The Inspirers,[]
783,surreal-breakfast, INFP - The Idealists,['Amadou & Mariam: Sakebe']
784,summoningdark, INTP - The Thinkers,[]
785,nephilimazrael, INTJ - The Scientists,"[""I'm On A Boat  - ""]"
786,slowriot, INTP - The Thinkers,['new vision - just me and you']
787,mcgooglian, ISTP - The Mechanics,[]
788,sily, INFP,['KLF w/ Tammy Wynette - Justified and Ancient']
789,surreal-breakfast, INFP - The Idealists,['THE HEAD SHOP-listen with the third ear']
790,inspector-kate, INFP - The Idealists,[]
791,nephilimazrael, INTJ - The Scientists,['Ten Masked Men - Deeper Underground']
792,nephilimazrael, INTJ - The Scientists,['Ten Masked Men - Sweet like chocolate']
793,robatix, ENFP - The Inspirers,[]
794,mcgooglian, ISTP - The Mechanics,['Cult of Personality - Living Colour']
795,cjay3113, INFJ - The Protectors,"[""Von Bondies-C'mon C'mon-""]"
796,mcgooglian, ISTP - The Mechanics,[]
797,robatix, ENFP - The Inspirers,[]
798,summoningdark, INTP - The Thinkers,['The Exies - Different Than You']
799,de-l-eau-salee, INFP - The Idealists,['The Worlds Greatest - Bonnie Prince Billy']
800,mcgooglian, ISTP - The Mechanics,[]
801,spooky, INFP - The Idealists,['Hollywood Undead - City']
802,robatix, ENFP - The Inspirers,[]
803,spooky, INFP - The Idealists,[]
804,robatix, ENFP - The Inspirers,[]
805,spooky, INFP - The Idealists,[]
806,#NAME?, INFJ,[]
807,surreal-breakfast, INFP - The Idealists,[]
808,behindsmile, INFP,['Clarity- John Mayer']
809,sily, INFP,"[""Don't let the bastards keep you down!""]"
810,cjay3113, INFJ - The Protectors,['Senses Fail - The Priest And The Matador -  ']
811,de-l-eau-salee, INFP - The Idealists,['Modest Mouse - Gravity Rides Everything']
812,mcgooglian, ISTP - The Mechanics,['Alter Bridge- The Damage Done']
813,kerrylee, ENFP - The Inspirers,['What Am I To You']
