,0,1,2,3,4,5,6,7,8,9
1152,,,,,,,,,,
1153,,,,,,,,,,
1154,,,,,,,,,,
1155,,,,,,,,,,
1156,,,,,,,,,,
1157,,,,,,,,,,
1158,,,,,,,,,,
1159,Being with you Longing for something to happen Biting my tongue Hoping to get a reaction Atmosphere's tense Happy with anticipation Don't leave me here With only my imagination Free me Now free me Let me loose to love you Yeah how I long to seduce you oh Free me Let me loose to love you Yeah how I long to seduce you now How long can I Continue to suffer in silence My aching heart Can't bear to wait in such suspense So maybe its time To tell you just how I am feeling Cause for undesire I have too long been concealing Free me Now free me Let me loose to love you Yeah how I long to seduce you oh Free me Let me loose to love you Yeah how I long to seduce you now Free me Free Me Now free me Let me loose to love you Yeah how I long to seduce you oh Free me Let me loose to love you Yeah how I long to seduce you now Now free me Let me loose to love you Yeah how I long to seduce you oh Free me Let me loose to love you Yeah how I long to seduce you now,,,,,,,,,
1160,,,,,,,,,,
1161,"I'm up on a hill top where I Keep you in sight, my little toys I buried you because the sun Will melt them Got you up my sleeve Got you up my sleeve Got you up my sleeve Got you up my sleeve Got you up my sleeve Hit the plane down Hit the plane down Hit the plane down Taking over Taking over your life I'm taking over your scene Ya, Ya, Ya, Ya, Ya I would hope see the face  I would hope you see her face Hit the plane down Hit the plane down Hit the plane down (taking over) There's no survivors There's no survivors Don't even snow (we're not that disturbed) Don't even snow Hit the plane down Hit the plane down Hit the plane down (taking over) There's no survivors There's no survivors Taking over your life Taking over your life I'm taking over the scene I'm taking everything All I wanted it all My little trick I wouldn't mind just a milligram up my sleeve I've got you up my sleeve I've Got you up my sleeve I've got you up my sleeve Hit the plane down Hit the plane down Hit the plane down There's no survivors Taking over your life Taking over your life I'm taking over the scene I'm taking everything I'm taking everything I've got to melt it I've got to melt it  I've got to melt it  I've got to melt it  I've got to melt it   I've got to melt it  I've got to melt it  I've got to melt it  I've got to melt it  I've got to melt it  Hit the plane down Hit the plane down there's no survivors There is no survivors",,,,,,,,,
1162,There is no god up in the sky tonight  No sign of heaven anywhere in sight  All that was true is left behind  Once I could see now I am blind  Don't want your dreams you try to sell  This disease I give to myself  How does it feel?  How does it feel?  She makes it sweeter than the sun  I get too tight I come undone  I bow my head to confess  The temple walls are made of flesh  Runs up my arms 'til I'm on track  Itches my skin right off of my back  I'll heal your wounds  I'll set you free  I'm Jesus Christ on Ecstasy  How does it feel?  How does it feel?  I am so dirty on the inside  I am so dirty on the inside  I am so dirty on the inside  I am so dirty on the inside  How does it feel?  How does it feel?  Suck  Suck  Suck  Suck  A thousand lips a thousand tongues  A thousand throats a thousand lungs  A thousand ways to make it true  I want to do terrible things to you,,,,,,,,,
1163,,,,,,,,,,
1164,"Lobotomy, lobotomy, lobotomy, lobotomy! DDT did a job on me Now I am a real sickie Guess I'll have to break the news That I got no mind to lose All the girls are in love with me I'm a teenage lobotomy Slugs and snails are after me DDT keeps me happy Now I guess I'll have to tell 'em That I got no cerebellum Gonna get my Ph.D. I'm a teenage lobotomy Lobotomy, lobotomy, lobotomy, lobotomy! DDT did a job on me Now I am a real sickie Guess I'll have to break the news That I got no mind to lose All the girls are in love with me I'm a teenage lobotomy",,,,,,,,,
1165,,,,,,,,,,
1166,Slave screams he think he knows what he wants Slave screams thinks he has something to say Slave screams he hears but doesn't want to listen Slave screams he's being beat into submission Don't open your eyes you won't like what you see The devils of truth steal the souls of the free Don't open your eyes take it from me I have found You can find Happiness in slavery Happiness in slavery Slave screams he spends his life learning conformity Slave screams he claims he has his own identity Slave screams he's going to cause the system to fall Slave screams but he's glad to be chained to that wall Don't open your eyes you won't like what you see The blind have been blessed with security Don't open your eyes take it from me I have found You can find Happiness in slavery Happiness in slavery Happiness in slavery Happiness in slavery Happiness I don't know what I am I don't know where I've been Human junk just words and so much skin Stick my hands through the cage of this endless routine Just some flesh caught in this big broken machine Happiness in slavery Happiness in slavery Happiness in slavery (slavery) Happiness in slavery (slavery) Happiness in slavery (slavery) Happiness in slavery (slavery) Happiness (slavery) Happiness (slavery) Happiness (slavery) Happiness (slavery) Happiness (slavery) Happiness (slavery) Happiness (slavery) Happiness (slavery) Happiness (slavery) Happiness (slavery) Happiness Happiness (slavery) Happiness (it controls why,,,,,,,,,
1167,"Fight, we will fight right, Living low in a world of our own, Destined to live right, fight, We're taking hell as our home, Burning lives burning, Asking me for the mercy of god, Ancient cries crying, Acting fast upon the way of the dog, Welcome to hell, Welcome to hell, Welcome to hell, Welcome to hell. Kill we will kill death, Masturbating on the deeds we have done, Hell commands death kill, Argue not of feel the death of sun, Burning lives burning, Asking me for the mercy of god, Ancient cries crying, Acting fast upon the way of the dog, Welcome to hell, Welcome to hell, Welcome to hell, Welcome to hell. Leave your souls at his feet, Kiss the flames, Scorn defeat. Die we won't die live, Our choice of difference is what you'll never know, Mortal voids live die, Buried deep beneath the fall of the snow, Burning lives burning, Asking me for the mercy of god, Ancient cries crying, Acting fast upon the way of the dog, Welcome to hell, Welcome to hell, Welcome to hell, Welcome to hell.",,,,,,,,,
1168,,,,,,,,,,
1169,,,,,,,,,,
1170,"Do you remember the 21st night of September? Love was changing the minds of pretenders While chasing the clouds away Our hearts were ringing In the key that our souls were singing. As we danced in the night, Remember how the stars stole the night away Ba de ya, say do you remember Ba de ya, dancing in September Ba de ya, never was a cloudy day Ba de ya de ya de ya Ba de ya de ya de ya Ba de ya de ya de ya de ya My thoughts are with you Holding hands with your heart to see you Only blue talk and love, Remember how we knew love was here to stay Now December found the love that we shared in September. Only blue talk and love, Remember the true love we share today Ba de ya, say do you remember Ba de ya, dancing in September Ba de ya, never was a cloudy day Ba de ya, say do you remember Ba de ya, dancing in September Ba de ya, golden dreams were shinny days Love bells was ringing Our souls were singing Do you remember, never a cloudy day Ba de ya, say do you remember Ba de ya, dancing in September Ba de ya, never was a cloudy day Ba de ya, say do you remember Ba de ya, dancing in September Ba de ya, golden dreams were shinny days Ba de ya de ya de ya Ba de ya de ya de ya Ba de ya de ya de ya de ya Ba de ya de ya de ya Ba de ya de ya de ya Ba de ya de ya de ya de ya",,,,,,,,,
1171,,,,,,,,,,
1172,,,,,,,,,,
1173,,,,,,,,,,
1174,,,,,,,,,,
1175,,,,,,,,,,
1176,"And you said Leave your keys on the counter And you said Call me back at eight I don't care That you left me there for hours But you said We had what it takes Why's it feel, like you're there When you're already gone Why's it feel, like you care When I know that you don't Everybody needs a chance at love That's all we need If you wanna have a chance at us Then try with me Too proud for love, he tells me Too hurt to give it one more shot Don't drawl me in, he warns me But now it's too late to give up So don't say You'll leave your keys on the counter And don't say You'll call me back at eight Why's it feel, like you're there When you're already gone Why's it feel, like you care When I know that you don't Everybody needs a chance at love That's all we need If you wanna have a chance at us Then try with me Don't say a word If you know that it hurts You know that it hurts You know that it hurts Don't say a word If you know that it hurts You know that it hurts You know that it hurts Why's it feel, like he's there When I know that he's gone Why's it feel, like he cares When I know that he don't Everybody needs a chance at love That's all we need If you wanna have a chance at us Then try with me Oh, then try with me Oh, then try with me Oh, try with me, oh Don't say a word If you know that it hurts You know that it hurts You know that it hurts Don't say a word If you know that it hurts You know that it hurts You know that it hurts",,,,,,,,,
1177,,,,,,,,,,
1178,,,,,,,,,,
1179,,,,,,,,,,
1180,,,,,,,,,,
1181,,,,,,,,,,
1182,,,,,,,,,,
1183,,,,,,,,,,
1184,"Live fast, die young Bad girls do it well Live fast, die young Bad girls do it well My chain hits my chest When I'm bangin' on the dashboard My chain hits my chest When I'm bangin' on the radio Get back, get down Pull me closer if you think you can hang Hands up, hands tied Don't go screaming if I blow you with a bang Suki Zuki I'm coming in the Cherokee Gasoline There's steam on the window screen Take it, take it World's bouncing like a trampoline When I get to where I'm going, gonna have you trembling Live fast, die young Bad girls do it well Live fast, die young Bad girls do it well My chain hits my chest When I'm banging on the dashboard My chain hits my chest When I'm banging on the radio Yeah back it, back it Yeah pull up to the bumper game Yeah with a signal Cover me, cause I'm changing lanes Had a handle on it My life, I broke it When I get to where I'm going, gonna have you saying it Live fast, die young Bad girls do it well Live fast, die young Bad girls do it well My chain hits my chest When I'm banging on the dashboard My chain hits my chest When I'm banging on the radio Get back, get down Pull me closer if you think you can hang Hands up, hands tied Don't go screaming if I blow you with a bang Going nought to bitch, I'll see four million Accelerating fast I can do this in a second Lookin' in the rear view, swaggin' goin' swell Leavin' boys behind 'cause it’s legal just to kill Shift gear, automatic, damned if I do Who's gonna stop me when I'm coming through? What we got left is just me and you But if I go to bed, baby, can I take you? Get back, get down Pull me closer if you think you can hang Hands up, hands tied Don't go screaming if I blow you with a bang Live fast, die young Bad girls do it well Live fast, die young Bad girls do it well Live fast, die young Bad girls do it well Live fast, die young Bad girls do it well Live fast, die young Bad girls do it well Live fast, die young Bad girls do it well Live fast, die young Bad girls do it well Live fast, die young Bad girls do it well Chain hits my chest When I'm bangin' on the dashboard My chain hits my chest When I'm bangin' on the radio Chain hits my chest When I'm bangin' on the dashboard My chain hits my chest When I'm bangin'",,,,,,,,,
1185,,,,,,,,,,
1186,"I'm gonna marry the night I won't give up on my life I'm a warrior queen Live passionately, tonight I'm gonna marry the dark Gonna make love to the stark I'm a soldier to my Own emptiness, I'm a winner I'm gonna marry the night I'm gonna marry the night I'm gonna marry the night I'm gonna marry the night I'm gonna marry the night I'm gonna marry the night I'm gonna marry the night I'm gonna marry the night I'm gonna marry the I'm gonna marry the I'm gonna marry the I'm gonna marry the I'm gonna marry the night I'm not gonna cry anymore I'm gonna marry the night Leave nothin' on these streets to explore M-m-m-marry, m-m-m-marry, M-m-m-marry the night. Oh, m-m-marry, m-m-m-marry, M-m-m-marry the night. I'm gonna lace up my boots Throw on some leather and cruise Down the street that I love In my fishnet gloves, I'm a sinner Then I'll go down to the bar But I won't cry anymore I'll hold my whiskey up high Kiss the bartender twice, I'm a loser I'm gonna marry the night I'm gonna marry the night I'm gonna marry the night I'm gonna marry the night I'm gonna marry the night The night, the night The night, the night",,,,,,,,,
1187,,,,,,,,,,
1188,Now your bowl is empty And your feet are cold And your body cannot stop rocking I know It hurts to let go Since the day we found you You have been our friend And your voice still echoes in the hallways of this house But now It's the end We will be with you When you're leaving We will be with you When you go We will be with you And hold you till you're quiet It hurts to let you go We will be with you We will be with you We will be with you You will stay with us,,,,,,,,,
1189,,,,,,,,,,
1190,"In my arms we shall begin with none of the rocks, well, there's no charge In this land right now some are insane, a million charge To hell with poverty, we'll get drunk on cheap wine To hell with poverty, the check will arrive, we'll turn the boast again To hell with poverty, the check will arrive, we'll turn to boast again In my arms we shall begin with none of the rocks and there's no charge In this land right now some are insane, a million charge To hell with poverty, we?ll get drunk on cheap wine To hell with poverty",,,,,,,,,
1191,,,,,,,,,,
1192,,,,,,,,,,
1193,,,,,,,,,,
1194,,,,,,,,,,
1195,,,,,,,,,,
1196,,,,,,,,,,
1197,,,,,,,,,,
1198,,,,,,,,,,
1199,,,,,,,,,,
1200,,,,,,,,,,
1201,,,,,,,,,,
1202,"I lost myself on a cool damp night I gave myself in that misty light Was hypnotized by a strange delight Under a lilac tree I made wine from the lilac tree Put my heart in its recipe It makes me see what I want to see And be what I want to be When I think more than I want to think I do things I never should do I drink much more that I ought to drink Because it brings me back you Lilac wine is sweet and heady, like my love Lilac wine, I feel unsteady, like my love Listen to me, I cannot see clearly Isn't that she, coming to me nearly here? Lilac wine is sweet and heady where's my love? Lilac wine, I feel unsteady, where's my love? Listen to me, why is everything so hazy? Isn't that she, or am I just going crazy, dear? Lilac wine, I feel unready for my love Feel unready for my love",,,,,,,,,
1203,"In through the maze through your reflection, We enter from a terminal connection",,,,,,,,,
1204,"I'm lying in my bed The blanket is warm This body will never be safe from harm Still feel your hair, black ribbons of coal Touch my skin to keep me whole If only you'd come back to me If you laid at my side Wouldn't need no mojo pin To keep me satisfied Don't want to weep for you, don't want to know I'm blind and tortured, the white horses flow The memories fire, the rhythms fall slow Black beauty I love you so Precious, precious silver and gold and pearls in oyster's flesh Drop down we two to serve and pray to love Born again from the rhythm, screaming down from heaven Ageless, ageless, I'm there in your arms Don't want to weep for you, I don't want to know I'm blind and tortured, the white horses flow The memories fire, the rhythms fall slow Black beauty I love you so, so, slow The welts of your scorn, my love, give me more Send whips of opinion down my back, give me more Well it's you I've waited my life to see It's you I've searched so hard for Don't want to weep for you, I don't want to know I'm blind and tortured, the white horses flow The memories fire, the rhythms fall slow Black beauty I love you so, so, Black, black, black beauty",,,,,,,,,
1205,,,,,,,,,,
1206,"God's work is plans I stand here with a man that talked to me so candidly More than you need to. My lips once roosed I feel again the blues of longing, ever longing, to be confused He wrote me a letter Saying he would love me better When my poor sons begetter the rules Spoke of love like hunger He at once was younger, ever younger, in my hunger for a muse Finest man that I've seen ever since my eyes have been But his honesty did gleam me blind Keep those thoughts from sight Follow me into the night And you can call on me when you need the light Don't you be scared of me I'm nothing but the beast And I'll call on you when I need to feast You know what I need Why won't you giveth me? Must I fall down at your feet and plead?",,,,,,,,,
1207,"Tonight I'm gonna have myself a real good time I feel alive and the world I'll turn it inside out - yeah And floating around in ecstasy So don't stop me now don't stop me 'Cause I'm having a good time having a good time I'm a shooting star leaping through the sky Like a tiger defying the laws of gravity I'm a racing car passing by like Lady Godiva I'm gonna go go go There's no stopping me I'm burnin' through the sky yeah Two hundred degrees That's why they call me Mister Fahrenheit I'm trav'ling at the speed of light I wanna make a supersonic man out of you Don't stop me now I'm having such a good time I'm having a ball Don't stop me now If you wanna have a good time just give me a call Don't stop me now ('Cause I'm having a good time) Don't stop me now (Yes I'm havin' a good time) I don't want to stop at all Yeah, I'm a rocket ship on my way to Mars On a collision course I am a satellite I'm out of control I am a sex machine ready to reload Like an atom bomb about to Oh oh oh oh oh explode I'm burnin' through the sky yeah Two hundred degrees That's why they call me Mister Fahrenheit I'm trav'ling at the speed of light I wanna make a supersonic woman of you Don't stop me don't stop me Don't stop me hey hey hey Don't stop me don't stop me Ooh ooh ooh, I like it Don't stop me don't stop me Have a good time good time Don't stop me don't stop me ah Oh yeah Alright Oh, I'm burnin' through the sky yeah Two hundred degrees That's why they call me Mister Fahrenheit I'm trav'ling at the speed of light I wanna make a supersonic man out of you Don't stop me now I'm having such a good time I'm having a ball Don't stop me now If you wanna have a good time (wooh) Just give me a call (alright) Don't stop me now ('cause I'm having a good time - yeah yeah) Don't stop me now (yes I'm havin' a good time) I don't want to stop at all La da da da daah Da da da haa Ha da da ha ha haaa Ha da daa ha da da aaa Ooh ooh ooh",,,,,,,,,
1208,,,,,,,,,,
1209,,,,,,,,,,
1210,,,,,,,,,,
1211,,,,,,,,,,
1212,"Mind strong, body strong Try to find equilibrium Head straight, screwed on We screwed up for too long I don't want to lean on the waves I watched the storm evaporate I think of you and starry skies That keeps you so alive Let's walk through the fire together Disappear in the golden sands It's all in your face I see a break It's like the sound of winter The bleeding of love The silent escape You've got to hang on to yourself It's like the sound of winter Medusa smiles and Judas lips Open arms and finger tips Love bites, and recompense I'll be with you until the end Let's walk through the fire together Disappear in the golden sands It's all in your face I see a break It's like the sound of winter The bleeding of love The silent escape You've got to hang on to yourself All in your face I see a break It's like the sound of winter The bleeding of love The silent escape You've got to hang on to yourself It's like the sound of winter Hang on to yourself Hang on to yourself It's like the sound of winter It's all in your face I see a break It's like the sound of winter The bleeding of love The silent escape You've got to hang on to yourself It's like the sound of winter It's like the sound of winter Hang on to yourself Hang on to yourself",,,,,,,,,
1213,,,,,,,,,,
1214,,,,,,,,,,
1215,,,,,,,,,,
1216,"Come ride with me Through the veins of history I'll show you a God Falls asleep on the job And how can we win, When fools can be kings Don't waste your time Or time will waste you No one's going to take me alive Time has come to make things right You and I must fight for our rights You and I must fight to survive No one's going to take me alive Time has come to make things right You and I must fight for our rights You and I must fight to survive No one's going to take me alive Time has come to make things right You and I must fight for our rights You and I must fight to survive",,,,,,,,,
1217,"I'm gonna pick up the pieces And build a Lego house When things go wrong we can knock it down My three words have two meanings There's one thing on my mind, it's all for you And it's dark in a cold December, but I've got ya to keep me warm And if you're broken I'll mend ya And keep you sheltered from the storm that's raging on now I'm out of touch, I'm out of love I'll pick you up when you're getting down And out of all these things I've done I think I love you better now I'm out of sight, I'm out of mind I'll do it all for you in time And out of all these things I've done I think I love you better now I'm gonna paint you by numbers and color you in If things go right we can frame it, and put you on a wall And it's so hard to say it but I've been here before And I'll surrender up my heart and swap it for yours I'm out of touch, I'm out of love I'll pick you up when you're getting down And out of all these things I've done I think I love you better now I'm out of sight, I'm out of mind, I'll do it all for you in time And out of all these things I've done I think I love you better now Don't hold me down I think my braces are breaking and it's more than I can take And if it's dark in a cold December, but I've got ya to keep me warm And if you're broken I'll mend ya And keep you sheltered from the storm that's raging on now I'm out of touch, I'm out of love I'll pick you up when you're getting down And out of all these things I've done I think I love you better now I'm out of sight, I'm out of mind I'll do it all for you in time And out of all these things I've done I think I love you better now I'm out of touch, I'm out of love I'll pick you up when you're getting down And out of all these things I've done, I'll love you better now","I need a dollar dollar, a dollar is what I need Hey hey Well I need a dollar dollar, a dollar is what I need Hey hey And I said I need dollar dollar, a dollar is what I need And if I share with you my story would you share your dollar with me Bad times are comin' and I reap what I don't sow Hey hey Well let me tell you somethin' all that glitters ain't gold Hey hey It's been a long old trouble long old troublesome road And I'm looking for somebody come and help me carry this load I need a dollar dollar, a dollar is what I need Hey hey Well I need a dollar dollar, a dollar is what I need Well I don't know if I'm walking on solid ground Cause everything around me is falling down And all I want - is for someone - to help me I had a job but the boss man let me go He said I'm sorry but I won't be needing your help no more I said Please mister boss man I need this job more than you know But he gave me my last paycheck and he sent me on out the door Well I need a dollar dollar, a dollar is what I need Hey hey Said I need a dollar dollar, a dollar is what I need Hey hey And I need a dollar dollar, a dollar is what I need And if I share with you my story would you share your dollar with me Well I don't know if I'm walking on solid ground Cause everything around me is crumbling down And all I want is for someone to help me What in the world am I gonna to do tomorrow Is there someone whose dollar that I can borrow Who can help me take away my sorrow Maybe its inside the bottle Maybe its inside the bottle I had some good old buddy his names is whiskey and wine Hey hey And for my good old buddy I spent my last dime Hey hey My wine is good to me it helps me pass the time And my good old buddy whiskey keeps me warmer than the sunshine Hey Hey Your mom of mayhem just a child has got his own Hey Hey If god has plans for me I hope it ain't, written in stone Hey Hey Because I've been working working myself down to the bone And I swear on grandpas grave I'll be paid when I come home Hey Hey Well I need a dollar dollar, a dollar is what I need Hey hey Said need a dollar dollar, a dollar is what I need Hey hey Well I need a dollar dollar, a dollar is what I need hey hey And if I share with you my story would you share your dollar with me Come on share your dollar with me Go ahead share your dollar with me Come on share your dollar give me your dollar Share your dollar with me Come on share your dollar with me",,,,,,,,
1218,"Sweet sensation I am the man with the heavy heart And I dare not turn the pages Riding with automatic self destruction I Is a blind faith, a cruel waste One bitter taste So I know I need this sweet sensation Sweet sensation The music that we play Will ease your mind Will ease your mind What is a man now to do with his mind when it's working over time The best I can do is now dance with the devil I, keep my self safe I won't waste this time and space So I know I need this sweet sensation Sweet sensation The music that we play Will ease your mind Will ease your mind I am the man with the heavy heart I am the man with the heavy heart Is a blind faith, a cruel waste, one bitter taste So I know I need this sweet sensation Sweet sensation The music that we play Will ease your mind Will ease your mind I am the man with the heavy heart I am the man with the heavy heart Is a blind faith, a cruel waste, one bitter taste So I know I need this sweet sensation",,,,,,,,,
1219,"Ooh this my shit All the girls stamp your feet like this Few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no hollaback girl I ain't no hollaback girl Few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no hollaback girl I ain't no hollaback girl This my shit, this my shit This my shit, this my shit This my shit, this my shit This my shit, this my shit I heard that you were talking shit And you didn't think that I would hear it People hear you talking like that, getting everybody fired up So I'm ready to attack, gonna lead the pack Gonna get a touchdown, gonna take you out That's right, put your pom-poms down, getting everybody fired up Few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no hollaback girl I ain't no hollaback girl Few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no hollaback girl I ain't no hollaback girl This my shit, this my shit This my shit, this my shit This my shit, this my shit This my shit, this my shit So that's right dude, meet me at the bleachers No principals, no student-teachers Both of us wanna be the winner, but there can only be one So I'm gonna fight, gonna give it my all Gonna make you fall, gonna sock it to ya That's right, I'm the last one standing, and another one bites the dust Few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no hollaback girl I ain't no hollaback girl Few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no hollaback girl I ain't no hollaback girl This my shit, this my shit This my shit, this my shit This my shit, this my shit This my shit, this my shit Let me hear you say, this shit is bananas, B-A-N-A-N-A-S! This shit is bananas, B-A-N-A-N-A-S! Again this shit is bananas, B-A-N-A-N-A-S! This shit is bananas, B-A-N-A-N-A-S! Few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no hollaback girl I ain't no hollaback girl Few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no hollaback girl I ain't no hollaback girl This my shit, this my shit This my shit, this my shit This my shit, this my shit This my shit, this my shit",,,,,,,,,
1220,,,,,,,,,,
1221,,,,,,,,,,
1222,Now you want to know the reason Why I cheated on you Well I had to be a hunter again This little man had to try  To make love feel new again 'Cause there's just a few things honey I'm not old enough to do for you You just never care to show me Showed him how to tango  And when they tangoed it'd send their hearts a flutter Young and tender Seemed to surrender in so sweet surrender In sweet surrender Ahh sweet surrender to love But now you're gonna go out and get yourself A reputation But I'm gonna have to show you where to start And then you're gonna bring back your little reputation And prove to me what I could not prove to you,,,,,,,,,
1223,,,,,,,,,,
1224,"Yes I come around Never know a little sooner Casts a spell on me Casts a spell on me Casts a spell on me Casts a spell on me.... Gypsy woman Gypsy woman Gypsy woman....  Well, you were out trying to turn the tide this morning Now mama don't you lie You knew it was in the moon and you knew it was in the sky Oh, gypsy woman  Tell me please, gypsy woman Casts a spell on me, darlin'  Casts a spell on me, mama Casts a spell on me, darlin' Oh, gypsy woman Mama, everytime you turn around the fire Mama, keep me inbetween the devil and the sky And every time you look my way Mama how you hypnotize Tell me please, gypsy woman Casts a spell on me, darlin' Casts a spell on me, mama Casts a spell on me That gypsy woman casts a spell on me  But if you come runnin' with desire Oh, gypsy woman knows how to get your blood hot higher  Well, asked your daddy Your papa wouldn't deny it Asked your mama Lord, she was quick to agree I didn't have to fight your brother And your sister's still standin' in line Oh, please tell me gypsy woman How do you hypnotize me? We're gonna go down to the river  Walk in the water Oh, we're gonna get all clean Then we're gonna do, gonna do Exactly darlin' what you Came and set your mind on Casts a spell on me Casts a spell on me... Well, you were out trying to turn the tide this morning Now mama don't you lie You knew it was in the moon and you knew it was in the sky Tell me please, gypsy woman  Casts a spell on me, darlin'  Casts a spell on me, mama Casts a spell on me, darlin'.....",,,,,,,,,
1225,"I bet you're wonderin' how I knew 'Bout your plans to make me blue With some other guy you knew before Between the two of us guys You know I loved you more It took me by surprise I must say When I found out yesterday Don't you know that I heard it through the grapevine Not much longer would you be mine Oh I heard it through the grapevine Oh I'm just about to lose my mind Honey, honey yeah I heard it through the grapevine Not much longer would you be mine baby I know a man ain't supposed to cry But these tears I can't hold inside Losin' you would end my life you see 'Cause you mean that much to me You could have told me yourself That you loved some one else Instead I heard it through the grapevine Not much longer would you be mine Oh, I heard it through the grapevine And I'm just about to lose my mind Honey, honey yeah I heard it through the grapevine Not much longer would you be mine, baby People say believe half of what you see Son and none of what you hear But I can't help but be confused If it's true please tell me dear Do you plan to let me go For the other guy you loved before? Don't you know I heard it through the grapevine Not much longer would you be mine, baby yeah I heard it through the grapevine Just about to lose my mind Honey, honey, yeah I heard it through the grapevine, Not much longer would you be mine, baby yeah Honey, honey, yeah I heard it through the grapevine, Not much longer would you be mine, baby yeah yeah I heard it through the grapevine, Not much longer would you be mine, baby yeah yeah",,,,,,,,,
1226,,,,,,,,,,
1227,,,,,,,,,,
1228,,,,,,,,,,
1229,,,,,,,,,,
1230,,,,,,,,,,
1231,,,,,,,,,,
1232,"""Let's meet contestant number one He's a skitsofrantic, serial killer clown Who says, ""woman love his sexy smile"" Let's find out if his charm will work on Sharon Sharon, what's your question?"" ""Contestant number one, I believe first impressions last forever So let's say you were to come over to my parent's house And have dinner with me and my family Tell me what you would do to make That first impression really stick"" Let's see, uh, well, I'd have to think about it I might show up in a tux, HA!, but I doubt it I'd probably just show up naked like I always do And look your momma in the eye and tell her, ""FUCK YOU!!!"" Hurry up bitch, I'm hungry, I smell spaghetti I'd pinch her loopy ass and tell her, ""Get the food ready!"" Your dad will probably start tripping and get me pissed I'd have to walk up and bust him in his fucking lips! It's dinner time, we hearing grace from your mother I pull a forty out and pour some for your little brother I'm steady staring at your sister, I'll tell you this You know for only 13, she got some big tits After that, your dad will try to jump again And only this time, I'd put the forty to his chin After you mom does the dishes and the silverware I'd dry-fuck her till I nut in my underwear ""Now, let's me contestant number two He's a psychopathic, deranged, crackhead freak Who works for the Dark Carnival He says women call him stretch nuts Sharon, let's hear your question"" ""I like a man who's not afraid to show his true emotions A man who expresses himself in his own special way Number two, if you fell in love with me Exactly how would you let me know?"" First thing, I could never love you You sound like a richie-bitch, yo, FUCK YOU!!! But if I did, I'd probably show you that I care By taking all these other motherfuckers outta here I'd go through your phone book and whack em all And find contestant number one and break his fucking jaw (what?!) Anyone who looked at you, would have to pay I'd be blowing fucking nuggets off all day I'd grab your titties and stretch em down past your waist Let em go, and watch em both spring up in your face I'd sing love songs to you, the best I can Get you naked, and hit it like a CAVEMAN!!! When we go to the beach and walk through the sand I throw a little in your face and say, I'm just playing As you spit it all out, I'd rub your back And grab your underwear and wedge it up your ass crack!! ""Well it sounds like contestant number two Is just over-flowing with sensitivity, Sharon It's a touch choice so far Sharon, let's have your last question and See which one is going to win the rights to your neden"" ""Okay, if we were at a dance club, and you both noticed me at the Same time. Tell me, how would you each get my attention, and what would Your pick up line be? Well, whoever's the smoothest wins!"" Okay, first I'd slide up to the bar And tell you that I can't believe how fucking fat you are I'd tell that I like the way you make your titties shake And if you lost a little weight, you'd look like Rickie Lake! Fuck that, you'd be jocking me quick I'd order you a drink and stir it with my dick And then to get your attention in the crowded place I'd simply walk up and stick my nuts in your face Yeah, freak with your nuts, yo, that'll get her Tell her that's she fat, yeah, that'll work even better Look, fuck you, I got a strong rap Shit, you don't want contestant number two He's mad-whack I walk into a bar and there he was Standing up by a bucket, eww, trying to fuck it It was a big fucking smelly, ass farm llama Damn dawg! how you gonna diss your momma?!",,,,,,,,,
1233,"Desmond has a barrow in the marketplace Molly is the singer in a band Desmond says to Molly, girl, I like your face And Molly says this as she takes him by the hand Ob la di, ob-la-da, life goes on, bra La-la, how the life goes on Ob-la di, ob-la-da, life goes on, bra La-la, how the life goes on Desmond takes a trolley to the jeweller's store Buys a twenty carat golden ring Takes it back to Molly waiting at the door And as he gives it to her she begins to sing Ob la di, ob-la-da, life goes on, bra La-la, how the life goes on Ob-la di, ob-la-da, life goes on, bra La-la, how the life goes on In a couple of years they have built A home sweet home With a couple of kids running in the yard Of Desmond and Molly Jones Happy ever after in the market place Desmond lets the children lend a hand Molly stays at home and does her pretty face And in the evening she still sings it with the band Ob la di, ob-la-da, life goes on, bra La-la, how the life goes on Ob-la di, ob-la-da, life goes on, bra La-la, how the life goes on In a couple of years they have built A home sweet home With a couple of kids running in the yard Of Desmond and Molly Jones Happy ever after in the market place Molly lets the children lend a hand Desmond stays at home and does his pretty face And in the evening she's a singer with the band Ob la di, ob-la-da, life goes on, bra La-la, how the life goes on Ob-la di, ob-la-da, life goes on, bra La-la, how the life goes on And if you want some fun, sing ob-la-di, bla-da",,,,,,,,,
1234,,,,,,,,,,
