,0,1,2
420,"Uh, uh, uh, uh Day and night (what, what) I toss and turn, I keep stressing my mind, mind (what, what) I look for peace but see I don't attain (what, what) What I need for keeps this silly game we play, play Now look at this (what, what) Madness to magnet keeps attracting me, me (what, what) I try to run but see I'm not that fast (what, what) I think I'm first but surely finish last, last 'Cause day and night The lonely stoner seems to free his mind at night He's all alone somethings will never change The lonely loner seems to free his mind at night (at, at, at night) At, at, at, at, at, at night At, at, at, at, at, at night Hold the phone (what, what) The lonely stoner, Mr. Solo Dolo (what, what) He's on the move can't seem to shake the shade (what, what) Within his dreams he see's the life he made, made The pain is deep (what, what) A silent sleeper you won't hear a peep, peep (what, what) The girl he wants don't seem to want him to (what, what) It seems the feelings that she had are through, through 'Cause day and night The lonely stoner seems to free his mind at night He's all alone through the day and night The lonely loner seems to free his mind at night (at, at, at night) Day and night The lonely stoner seems to free his mind at night He's all alone, some things will never change (never change) The lonely loner seems to free his mind at night (at, at, at night) Day and night The lonely stoner seems to free his mind at night He's all alone somethings will never change The lonely loner seems to free his mind at night (at, at, at night) At, at, at, at, at, at night At, at, at, at, at, at night At, at, at, at, at, at night At, at, at, at, at, at night",,
421,,,
422,,,
423,,,
424,"Everyday, you crawl into the night  A fallen angel, with your wings set alight  When you hit the ground  Everything turns to blue  I can't get through the smoke  That's surrounding you  'Cause when you're falling  I can't tell which way is down  And when you're screaming  Somehow I don't hear a sound  And when you're seeing things  Then your feet don't touch the ground  'Cause when you're falling  I can't tell which way is down  I can see through the clouds  I can walk right through the walls  Hang me off the ceiling  But I can't take the fall  Should I cross the river  When I may get swept away  Out there on the water  You can still see me wave  'Cause when you're falling  I can't tell which way is down  When you're falling  I can't tell which way is down  I can see all those things  My feet don't touch the ground  'Cause when you're falling  I can't tell which way is down  And when you're screaming  Somehow I don't hear a sound  And when you're seeing things  Then your feet dont touch the ground  'Cause when you're falling  Somehow I dont hear a sound  'Cause when you're falling  I can't tell which way is down  'Cause when you're falling",,
425,,,
426,"Baby are you down down down down down, down, down Even if the sky is falling down, down, down You oughta know, tonight is the night to let it go Put on a show, I wanna see how you lose control So leave it behind cause we have a night to get away So come on and fly with me, as we make our great escape So baby don't worry, you are my only You won't be lonely, even if the sky is falling down You'll be my only, no need to worry Baby are you down down down down down, down, down Baby are you down down down down down, down, down Even if the sky is falling down down down Just let it be, come on and bring your body next to me I'll take you away, hey, turn this place into our private getaway So leave it behind cause we have a night to get away So come on and fly with me, as we make our great escape (So why don't we run away) So baby don't worry, you are my only You won't be lonely, even if the sky is falling down You'll be my only, no need to worry Baby are you down down down down down, down, down Baby are you down down down down down, down, down Even if the sky is falling down Even if the sky is falling down like she 'posed to be She gets down low for me Down like her temperature, cause to me she zero degrees She cold, over freeze I got that girl from overseas Now she my Miss America Now can I be her soldier please I'm fighting for this girl On a battlefield of love Don't it look like baby cupid sendin' arrows from above Don't you ever leave the side of me Indefinitely, not probably And honestly I'm down like the economy, yeah So baby don't worry, you are my only You won't be lonely, even if the sky is falling down You'll be my only, no need to worry Baby are you down down down down down, down, down Baby are you down down down down down, down, down Even if the sky is falling down",,
427,,,
428,"I'm so happy because today I've found my friends They're in my head I'm so ugly, but that's okay, 'cause so are you We've broken our mirrors Sunday morning is everyday for all I care And I'm not scared Light my candles in a daze 'Cause I've found god Hey, hey, hey I'm so lonely but that's okay I shaved my head And I'm not sad And just maybe I'm to blame for all I've heard But I'm not sure I'm so excited, I can't wait to meet you there But I don't care I'm so horny but that's okay My will is good Hey, hey, hey I like it, I'm not gonna crack I miss you, I'm not gonna crack I love you, I'm not gonna crack I killed you, I'm not gonna crack I like it, I'm not gonna crack I miss you, I'm not gonna crack I love you, I'm not gonna crack I killed you, I'm not gonna crack I'm so happy 'cause today I've found my friends, They're in my head I'm so ugly, that's okay, 'cause so are you, Broke our mirrors Sunday morning is everyday for all I care, And I'm not scared Light my candles in a daze 'Cause I've found god Yeah, yeah, Yeah, yeah, Yeah, yeah, Yeah, yeah, Yeah, yeah, Yeah, yeah, yeah I like it, I'm not gonna crack I miss you, I'm not gonna crack I love you, I'm not gonna crack I killed you, I'm not gonna crack I like it, I'm not gonna crack I miss you, I'm not gonna crack I love you, I'm not gonna crack I killed you, I'm not gonna crack",,
429,,,
430,,,
431,,,
432,"Yeah Sendin' this one out, to my man Killa be No doubt indeed, without weed, know what I'm sayin'? That old real shi' There's a war goin' on outside no man is safe from You could run but you can't hide forever From these streets that we done took You walkin' witcha head down scared to look You shook 'cause ain't no such things as halfway crooks They never around when the beef cooks in my part of town It's similar to Vietnam Now we all grown up and old, and beyond the cop's control They better have the riot gear ready Tryin' to bag me and get rocked steady By the mac one-double, I touch you And leave you with not much to go home wit' My skin is thick, 'cause I be up in the mix of action If I'm not at home, puffin lye relaxin' New York got a nigga depressed So I wear a slug-proof underneath my Guess God bless my soul, before I put my foot down and begin to stroll And to the drama I built, and all unfinished beef You will soon be killed, put us together It's like mixin' vodka and milk I'm goin' out blastin', takin' my enemies with me And if not, they scarred, so they will never forget me Lord forgive me the Hennesey got me not knowin' how to act I'm fallin' and I can't turn back Or maybe it's the words from my man Killa Black That I can't say so it's left a untold fact, until my death My goal's to stay alive Survival of the fit only the strong survive Yo, yo We livin' this til the day that we die Survival of the fit only the strong survive (We still livin' it) We livin' this til the day that we die Survival of the fit only the strong survive (Thug life, we still livin' it) We livin' this til the day that we die Survival of the fit only the strong survive (We still livin' it) We livin' this til the day that we die (we livin' this til the day that we die) Survival of the fit only the strong survive (survival of the fit only the strong) I'm trapped, in between two worlds, tryin' to get dough ya know When the dough get low the jewels go, but never that As long as fiends smoke crack I'll be on the block hustlin countin' my stacks No doubt, watchin' my back and proceed with caution Five-oh lurkin', no time to get lost in the system Niggas usin' fake names to get out quick My brother did it and got bagged with two ounces I-llegal world where squads hit the block hard Ask my man Twin when he got bagged, that fucked me up God But shit happens for a reason You find out who's your true peoples when you're upstate bleedin' You can't find a shorty to troop your bid wit'chu Hit wit a 2 to 4 it's difficult Wild on the streets I try to maintain Tight with my loot, 'cause hoes like to run game Some niggas like to trick but I ain't wit that trickin' shit I'm like a Jew, savin' dough so I can big whip Pushin' a Lex, now I'm set, ready to jet No matter how much loot I get I'm stayin' in the projects, forever Jakes on the blocks we out-clever If beef, we never separate and pull together When worse comes to worse and my peoples come first Try to react and get them motherfuckin' feelings hurt My crew's all about loot Fuck lookin' cute, I'm strictly Timb boots and army certified suits Puffin L's, laid back, enjoyin' the smell In the Bridge gettin' down it ain't hard to tell You better realize We livin' this til the day that we die Survival of the fit only the strong survive (We still livin' it) We livin' this til the day that we die Survival of the fit only the strong survive (Thug life, we still livin' it) We livin' this til the day that we die Survival of the fit only the strong survive (We still livin' it) We livin' this til the day that we die Survival of the fit only the strong survive (Thug life, we still livin' it) (the strong survive)",,
433,,,
434,,,
435,,,
436,"I met a guy at the club, I let him know I'm in love, I met a girl at the bar, I let her know who you are. I told her you are the love of my life and, One day your gonna be my wife. And we are gonna have some babies together. I told him you are the man of my dreams, You saved me from drowning in the streams And I know were really gonna last forever. (and ever) It was those 3 words that saved my life. It wasn't complicated, wasn't premeditated. It wasn't under-rated, boy I'm so glad you stayed and It was those 3 words that saved my life. It wasn't complicated, wasn't premeditated. To you I'm dedicated. Lets go ahead and say it I love you I love you I love you You are the love of my life (my life) I love you I love you I love you You are the love of my life (my life ) You know your holdin' my heart, Can't nothing tear us apart. You know I'm so in love with you, Can't nothing tear us apart (OH) I said I-L-O-V-E-Y-O-U I'm so into you girl, I said M-E-T-O-O, Its obvious I'm so into you boy, So why don't we, (we) Hold (hold) on (on) for the (love). Through the ups and downs. Never let go. Holdin' on forever never let go. And I'm so into it There are 3 words that saved my life. It wasn't complicated, It wasn't complicated, It wasn't complicated, It wasn't complicated Baby its 3 words that saved my life I love you I love you I love you You are the love of my life (my life ) I love you I love you I love you You are the love of my life (my life )",,
437,,,
438,,,
439,"Beetlebum What you've done She's a gun Now what you've done Beetlebum Get nothing done You beetlebum just get numb Now what you've done Beetlebum And when she lets me slip away She turns me on all my violence is gone Nothing is wrong I just slip away and I am gone Nothing is wrong She turns me on I just slip away and I am gone Beetlebum Because you're young She's a gun Now what you've done Beetlebum She'll suck your thumb She'll make you come Coz, she's your gun Now what you've done Beetlebum And when she lets me slip away She turns me on all my violence is gone Nothing is wrong I just slip away and I am gone Nothing is wrong She turns me on I just slip away and I am gone",,
440,,,
441,"We must talk on every telephone Get eaten off the web We must rip out all the epilogues From the books that we have read And to the face of every criminal Strapped firmly to a chair We must stare, we must stare, we must stare We must take all of the medicine Too expensive now to sell Set fire to the preacher Who is promising us hell And in the ear of every anarchist That sleeps but doesn't dream We must sing, we must sing, we must sing While my mother waters plants My father loads his gun He says death will give us back to god Just like the setting sun Its return to the lonesome ocean And then they splashed into the deep blue sea It was a wonderful splash We must blend into the choir Sing a static with the whole We must memorize nine numbers And deny we have a soul And in this endless race for property And privilege to be one We must run, we must run, we must run We must hang up in the belfry Where the bats and moonlight laugh We must stare into a crystal ball And only see the past And into the caverns of tomorrow With just our flashlights and our love We must plunge, we must plunge, we must plunge And then we'll get down there Way down to the very bottom of everything And then we'll see it, we'll see it, we'll see it Oh my mornings coming back The whole world's waking up This city bus is swimming past I'm happy just because I found out that I am really no one",,
442,"Sun is shinin' in the sky There ain't a cloud in sight It's stopped rainin' everybody's in a play And don't you know It's a beautiful new day, hey hey Runnin' down the avenue See how the sun shines brightly in the city On the streets where once was pity Mister blue sky is living here today, hey hey Mister blue sky please tell us why You had to hide away for so long (so long) Where did we go wrong? Mister blue sky please tell us why You had to hide away for so long (so long) Where did we go wrong? Hey you with the pretty face Welcome to the human race A celebration, mister blue sky's up there waitin' And today is the day we've waited for Oh mister blue sky please tell us why You had to hide away for so long (so long) Where did we go wrong? Hey there mister blue We're so pleased to be with you Look around see what you do Everybody smiles at you Hey there mister blue We're so pleased to be with you Look around see what you do Everybody smiles at you Mister blue sky, mister blue sky Mister blue sky Mister blue, you did it right But soon comes mister night creepin' over Now his hand is on your shoulder Never mind I'll remember you this I'll remember you this way Mister blue sky please tell us why You had to hide away for so long (so long) Where did we go wrong? Hey there mister blue We're so pleased to be with you Look around see what you do Everybody smiles at you Mister blue sky",,
443,,,
444,"How I wish you could see the potential The potential of you and me It's like a book elegantly bound But in a language that you can't read just yet You gotta spend some time, love You gotta spend some time with me And I know that you'll find love I will possess your heart You gotta spend some time, love You gotta spend some time with me And I know that you'll find love I will possess your heart There are days when outside your window I see my reflection as I slowly pass And I long for this mirrored perspective When we'll be lovers, lovers at last You gotta spend some time, love You gotta spend some time with me And I know that you'll find love I will possess your heart You gotta spend some time, love You gotta spend some time with me And I know that you'll find love I will possess your heart I will possess your heart I will possess your heart You reject my advances and desperate pleas I won't let you let me down so easily So easily You gotta spend some time, love You gotta spend some time with me And I know that you'll find love I will possess your heart You gotta spend some time, love You gotta spend some time with me And I know that you'll find love I will possess your heart You gotta spend some time, love You gotta spend some time with me And I know that you'll find love I will possess your heart I will possess your heart I will possess your heart",,
445,,,
446,,,
447,,,
448,,,
449,"My hands are searching for you My arms are outstretched towards you I feel you on my fingertips My tongue dances behind my lips for you This fire rising through my being Burning, I'm not used to seeing you I'm I'm alive, I'm I'm alive I can feel you all around me Thickening the air I'm breathing Holding on to what I'm feeling Savoring this heart that's healing My hands float up above me And you whisper you love me And I begin to fade Into our secret place The music makes me sway The angels singing say we are alone with you I am alone, and they are too with you I'm alive, I'm alive I can feel you all around me Thickening the air I'm breathing Holding on to what I'm feeling Savoring this heart that's healing And so I cry (holy) The light is white (holy) And I see you I'm alive, I'm alive, I'm alive I can feel you all around me Thickening the air I'm breathing Holding on to what I'm feeling Savoring this heart that's healing Take my hand I give it to you Now you owe me All I am You said you would never leave me I believe you I believe I can feel you all around me Thickening the air I'm breathing Holding on to what I'm feeling Savoring this heart that's healed",,
450,"I'm so happy because today I've found my friends They're in my head I'm so ugly, but that's okay, 'cause so are you We've broken our mirrors Sunday morning is everyday for all I care And I'm not scared Light my candles in a daze 'Cause I've found god Hey, hey, hey I'm so lonely but that's okay I shaved my head And I'm not sad And just maybe I'm to blame for all I've heard But I'm not sure I'm so excited, I can't wait to meet you there But I don't care I'm so horny but that's okay My will is good Hey, hey, hey I like it, I'm not gonna crack I miss you, I'm not gonna crack I love you, I'm not gonna crack I killed you, I'm not gonna crack I like it, I'm not gonna crack I miss you, I'm not gonna crack I love you, I'm not gonna crack I killed you, I'm not gonna crack I'm so happy 'cause today I've found my friends, They're in my head I'm so ugly, that's okay, 'cause so are you, Broke our mirrors Sunday morning is everyday for all I care, And I'm not scared Light my candles in a daze 'Cause I've found god Yeah, yeah, Yeah, yeah, Yeah, yeah, Yeah, yeah, Yeah, yeah, Yeah, yeah, yeah I like it, I'm not gonna crack I miss you, I'm not gonna crack I love you, I'm not gonna crack I killed you, I'm not gonna crack I like it, I'm not gonna crack I miss you, I'm not gonna crack I love you, I'm not gonna crack I killed you, I'm not gonna crack",,
451,,,
452,"Like all the boys before Like all the boys boys boys boys Like all the boys before Like all the boys boys boys boys You left a blood stain on the floor You set your sights on him You left a hand print on the door Like all the boys before, like all the boys before This is our luck baby, running out Our clothes were never off We still have our roads to run about To scale the map, scale the map, to get us back on track I've seen you in a fight you lost I've seen you in a fight We're under the sheets and you're killing me In our house made of paper, your words all over me We're under the sheets and you're killing me Like all the boys before Like all the boys boys boys boys Like all the boys before Like all the boys boys boys boys In here the world won't bring us down Our plan is gold dust Out there a lonely girl could drown In here we're frozen Where did the people go? My hands are empty You're not the answer I should know Like all the boys before, like all the boys before We're under the sheets and you're killing me In our house made of paper, your words all over me We're under the sheets and you're killing me We're in a mess baby, we're in a mess babe Your more is less babe, oh We're in a mess baby, we're in a mess babe Your more is less babe, oh oh We're under the sheets and you're killing me In our house made of paper and your words all over me We're under the sheets and you're killing me (I've seen you in a fight you lost) Like all the boys before, like all the boys before We're under the sheets and you're killing me In our house made of paper, your words all over me We're under the sheets and you're killing me We're under the sheets and you're killing me In our house made of paper, your words all over me We're under the sheets and you're killing me Killing, killing, killing me Killing, killing, killing me",,
453,,,
454,,,
455,,,
456,,,
457,"Baby It's been a long day, baby Things ain't been going my way You now I need you here You clear my mind all the time And, baby The way you move me, it's crazy It's like you see right through me And make it easier Believe me, you don't even have to try Oh, because You are the best thing (You're the best thing) You are the best thing (You're the best thing, baby) You are the best thing (You're the best thing, ooh) Ever happened to me Baby We've come a long way And, baby You know I hope and I pray That you believe me When I say this love will never fade away Oh, because You are the best thing (You're the best thing) You are the best thing (You're the best thing, baby) You are the best thing (You're the best thing, ooh) Ever happened to me Both of us have known love before To come on up promising like a spring, to walk on out the door Our words are strong and our hearts are kind Let me tell you just exactly what's on my mind You are the best thing (You're the best thing) You are the best thing (You're the best thing, baby) You are the best thing (You're the best thing, ooh) Ever happened to me You are the best thing (You're the best thing) You are the best thing (You're the best thing, baby) You are the best thing (You're the best thing, ooh) Ever happened to me Yeah, yeah (You are the best thing) Yeah, yeah, yeah (You are the best thing) (That ever happened to me)",,
458,,,
459,"Daniel when I first saw you I knew that you had a flame in your heart And under our blue skies Marble movie skies I found a home in your eyes We'll never be apart And when the fires came The smell of cinders and rain Perfumed almost everything We laughed and laughed and laughed And in the golden blue Crying took me to the darkest place And you have set fire to my heart When I run in the dark, Daniel To a place that's vast, Daniel Under a sheet of rain in my heart Daniel, I dream of home But in a goodbye bed With my arms around your neck Into our love the tears crept Just catch in the eye of the storm And as my heart ran round My dreams pulled me from the ground Forever to search for the flame For home again, for home again When I run in the dark, Daniel To a place that's vast, Daniel Under a sheet of rain in my heart Daniel, I dream of home When I run in the dark, Daniel To a place that's vast, Daniel Under a sheet of rain in my heart Daniel, I dream of home",,
460,"I know that we are young, And I know that you may love me, But I just can't be with you like this anymore, Alejandro She's got both hands In her pocket And she won't look at you Won't look at you She hides true love En su bolsillo She got a halo around her finger Around you You know that I love you boy Hot like Mexico, rejoice At this point I gotta choose Nothing to lose Don't call my name Don't call my name, Alejandro I'm not your babe I'm not your babe, Fernando Don't wanna kiss, don't wanna touch Just smoke my cigarette and hush Don't call my name Don't call my name, Roberto Alejandro Alejandro Ale-ale-jandro Ale-ale-jandro Alejandro Alejandro Ale-ale-jandro Ale-ale-jandro Stop, please, Just let me go Alejandro, Just let me go She's not broken She's just a baby But her boyfriend's like a dad, just like a dad And all those flames that burned  before him Now he's gonna fire fight, gotta cool the bad You know that I love you boy Hot like Mexico, rejoice At this point I've gotta choose Nothing to lose Don't call my name Don't call my name, Alejandro I'm not your babe I'm not your babe, Fernando Don't wanna kiss, don't wanna touch Just smoke my cigarette and hush Don't call my name Don't call my name, Roberto Alejandro Alejandro Ale-ale-jandro Ale-ale-jandro Alejandro Alejandro Ale-ale-jandro Ale-ale-jandro Don't bother me, Don't bother me, Alejandro Don't call my name, Don't call my name, bye, Fernando I'm not your babe, I'm not your babe, Alejandro Don't wanna kiss, don't wanna touch, Fernando Don't call my name, Don't call my name, Alejandro I'm not your babe, I'm not your babe, Fernando Don't wanna kiss, don't wanna touch Just smoke my cigarette and hush Don't call my name, Don't call my name, Roberto Alejandro Alejandro Ale-ale-jandro Ale-ale-jandro Alejandro Alejandro Ale-ale-jandro Ale-ale-jandro Don't call my name, Don't call my name, Alejandro I'm not your babe, I'm not your babe, Fernando Don't wanna kiss, don't wanna touch Just smoke my cigarette and hush Don't call my name, Don't call my name, Roberto Alejandro",,
461,"A falling star fell from your heart and landed in my eyes I screamed aloud, as it tore through them, and now it's left me blind The stars, the moon, they have all been blown out You left me in the dark No dawn, no day, I'm always in this twilight In the shadow of your heart And in the dark, I can hear your heartbeat I tried to find the sound But then it stopped, and I was in the darkness, So darkness I became The stars, the moon, they have all been blown out You left me in the dark No dawn, no day, I'm always in this twilight In the shadow of your heart I took the stars from our eyes, and then I made a map And knew that somehow I could find my way back Then I heard your heart beating, you were in the darkness too So I stayed in the darkness with you The stars, the moon, they have all been blown out You left me in the dark No dawn, no day, I'm always in this twilight In the shadow of your heart The stars, the moon, they have all been blown out You left me in the dark No dawn, no day, I'm always in this twilight In the shadow of your heart",,
462,,,
463,,,
464,,,
465,"Sky, What do I want Sky (What would I want, sky) Is everything alright?  You feelin' moany?  You feelin' lonely?  You're not the only Is everything alright?  You feelin' stormy?  You feelin' phony?  You're not the only Do you get up up up?  Clouds stop and move above me, too bad they can't help me,  What is the right way? Do I float up up up, and not stop and look around me?  Grays where that color should be, what is the right way? Old glass is clinkin' and a new order's blinkin' and I,  I should be floatin', but I'm weighted by thinking I got on the river, wait, can't make it change,  But the sky gets filled up too fast and the tide seen them sayin', you better, Give me some money, stop, daydreamin' dude.  When the thought of horizon is hiding from you,  What would you want? sky (what do I want? sky) Is everything alright? You feelin' lonely?  You feelin' moldy? You're not the only Is everything alright? You feelin' stormy?  You feelin' foamy? You're not the only Do you get up up up?  Clouds stop and move above me,  Too bad they can't help me, what Is the right way? Do I float up up up?  When I stop and look around me,  Grays where that color should be, what is the right way? Old glass is clinkin' and a, new order's blinkin'  And a- I should be floatin', but I'm weighted by thinking I will fly up the river that'll make me some change,  Well the sky gets filled up too fast and the tide she kept waiting, But, give me some money, stop, daydreaming dude,  When the thought of horizon is hiding it's blues What would you want, Sky (what did I want, sky) (what would I want, sky)",,
466,,,
467,,,
468,,,
469,"When you are ready, I will surrender Take me and do as you will Have what you want, your way's always the best way I have succumbed to this passive sensation Peacefully falling away I am the zombie, your wish will command me Laugh as I fall to my knees Can I control this empty delusion? Lost in the fire below And you come running your eyes will be open And when you come back, I'll be as you want me Only so eager to please My little song will keep you beside me Thinking your name as I sing No, you can't help it if you have been tempted By fruit hanging ripe on the tree And I feel useless Don't care what the truth is You will be here come the day Truth do you hear me? Don't try to come near me So tired I sleep through the lie If you desire to lay here beside me Come to my sweet melody Sing it back to me (sing it) Bring it back (sing it) Sing it back (sing it) Bring it back Sing it back to me bring it back Sing it back to me Bring it back  Sing it back Bring it back Sing it back to me bring it back (Sing it) sing it back (Sing it) bring it back Sing it back to me bring it back (Sing it) sing it back (Sing it) bring it back Sing it back to me bring it back (Sing it) sing it back (Sing it) bring it back Sing it back to me Bring it back  Sing it back Bring it back Sing it back to me Bring it back  Sing it back Bring it back Sing it back to me",,
470,I only knew you for a while I never saw your smile Till it was time to go Time to go away (time to go away) Sometimes its hard to recognise But comes as a surprise And its too late It's just to late to stay (to late to stay) We'll always be together However far it seems (love never ends) We'll always be together Together in electric dreams Because of the friendship that you gave Has taught me to be brave No matter where I go I'll never find a better prize (find a better prize) Though your miles and miles away I see you everyday I don't have to try I just close my eyes I close my eyes We'll always be together However far it seems (love never ends) We'll always be together Together in electric dreams,,
471,This years love had better last Heaven knows it's high time And I've been waiting on my own too long But when you hold me like you do It feels so right I start to forget How my heart gets torn When that hurt gets thrown Feeling like you can't go on Turning circles when time again It cuts like a knife oh yeah If you love me got to know for sure 'Cause it takes something more this time Than sweet sweet lies Before I open up my arms and fall Losing all control Every dream inside my soul And when you kiss me On that midnight street Sweep me off my feet Singing ain't this life so sweet This years love had better last This years love had better last 'Cause whose to worry If our hearts get torn When that hurt gets thrown Don't you know this life goes on And won't you kiss me On that midnight street Sweep me off my feet Singing ain't this life so sweet This years love had better last This years love had better last This years love had better last,,
472,One Two Three Four Five Six Seven Eight Nine Zero Zero Nine Nine Zero Nine Eight Zero Zero Zero Nine Zero Three Four Five Six Seven Eight Nine Zero Zero Nine Eight Zero One Two Three Four Five Six Seven Eight Nine Zero Zero Nine Eight Zero Zero Zero Zero One Zero Two Three Four Five Six Seven Eight Nine Zero Zero Nine Nine Zero Zero Five Zero Zero Zero Zero Two Three Four Five Six Seven Eight Nine Zero Zero Two Three Four Five Six Seven Eight Zero Zero Zero Nine Nine Zero Zero Zero Zero Zero Zero Zero Zero Three Four Five Six Seven Eight Nine Zero Zero Nine Eight Zero Nine,,
473,,,
474,,,
475,"It's like forgetting the words to your favorite song You can't believe it You were always singing along It was so easy and the words so sweet You can't remember You try to feel the beat Eet, eet, eet, eet Eet, eet, eet, eet You spent half of your life trying to fall behind You're using your headphones to drown out your mind It was so easy, and the words so sweet You can't remember You try to move your feet Eet, eet, eet, eet Eet, eet, eet, eet Someone's deciding whether or not to steal He opens the window just to feel the chill He hears that outside a small boy just starting to cry 'Cause it's his turn but his brother won't let him try It's like forgetting the words to your favorite song You can't believe it You were always singing along It was so easy and the words so sweet You can't remember You try to move your feet It was so easy and the words so sweet You can't remember, you try to feel the beat",,
476,,,
477,,,
478,,,
479,"So sentimental Not sentimental no Romantic not discussing it Darling I'm down and lonely When were the fortunate only? I've been looking for something else Too late, too late, too late, she'll be late, too late, too late So go slowly discourage Distant from other interests On your favorite weekend Ending this love for gentlemen only That's where the fortunate only No I gotta be someone else These days it comes, it comes, it comes, it comes, it comes and goes A Lisztomania Think less but see it grow Like a riot like a riot oh Not easily offended Know how to let it go From the mess to the masses A Lisztomania Think less but see it grow Like a riot like a riot oh Not easily offended Know how to let it go From the mess to the masses Follow, misguide, stand still Discuss, discourage On this precious weekend Ending this love for gentlemen only Wealthier gentlemen only Now that you're lonely Too late, too late, too late, she'll be late, too late, too late So go slowly discourage We'll burn the pictures instead When it's all over we can barely discuss For one minute only Not where the fortunate only But I better be something else These days it comes, it comes, it comes, it comes, it comes and goes A Lisztomania Think less but see it grow Like a riot like a riot, oh Not easily offended Know how to let it go From the mess to the masses A Lisztomania Think less but see it grow Like a riot like a riot oh Not easily offended Know how to let it go From the mess to the masses Oh This is show time, this is show time, this is show time Oh This is show time, this is show time, this is show time Time, time is your love, time is your love, yes time is your love Time, time is your love, time is your love, yes time is your From the mess to the masses A Lisztomania Think less but see it grow Like a riot like a riot oh Discuss, discuss, discuss, discuss, discuss discourage",,
480,,,
481,"Just about the time the shadows call I undress my mind and dare you to follow Paint a portrait of my mystery Only close my eyes and you are here with me A nameless face to think I see To sit and watch the waves with me till they're gone A heart I'd swear I'd recognize is Made out of my own devices could I be wrong? Time that I've taken Pray is not wasted Have I already tasted my piece of One sweet love? Sleepless nights you creep inside of me Paint your shadows on the breath that we share You take more than just my sanity It take my reason not to care No ordinary wings I'll need The sky itself will carry me back to you The things I dream that I can do I'll open up the moon for you Just come down soon The time that I've taken (The time that I've taken) A pray is not wasted (Pray is not wasted) Have I already tasted my piece of One sweet love? Ready and waiting (Ready and waiting) For a heart worth the breaking (heart worth the breaking) I'd settle for an honest mistake, the name of One sweet love Savor the sorrow to soften the pain Sip on the southern rain, as I do I don't look don't touch don't do anything But hope that there is a you The earth that is the space between I'd banish it from under me to get to you Your unexpected love provides My solitary's suicide oh I wish I knew Time that I've taken A pray is not wasted Have I already tasted my piece of One sweet love? Ready and waiting (Ready and waiting) For a heart worth the breaking (heart worth the breaking) But I'd settle for an honest mistake in the name of One sweet love One sweet love",,
482,,,
483,"When you are ready, I will surrender Take me and do as you will Have what you want, your way's always the best way I have succumbed to this passive sensation Peacefully falling away I am the zombie, your wish will command me Laugh as I fall to my knees Can I control this empty delusion? Lost in the fire below And you come running your eyes will be open And when you come back, I'll be as you want me Only so eager to please My little song will keep you beside me Thinking your name as I sing No, you can't help it if you have been tempted By fruit hanging ripe on the tree And I feel useless Don't care what the truth is You will be here come the day Truth do you hear me? Don't try to come near me So tired I sleep through the lie If you desire to lay here beside me Come to my sweet melody Sing it back to me (sing it) Bring it back (sing it) Sing it back (sing it) Bring it back Sing it back to me bring it back Sing it back to me Bring it back  Sing it back Bring it back Sing it back to me bring it back (Sing it) sing it back (Sing it) bring it back Sing it back to me bring it back (Sing it) sing it back (Sing it) bring it back Sing it back to me bring it back (Sing it) sing it back (Sing it) bring it back Sing it back to me Bring it back  Sing it back Bring it back Sing it back to me Bring it back  Sing it back Bring it back Sing it back to me",,
484,,,
485,,,
486,,,
487,,,
488,,,
489,,,
490,"Gotta change my answering machine, now that I'm alone 'Cause right now it says that ""We can't come to the phone"" And I know it makes no sense, 'cause you walked out the door But it's the only way I hear your voice anymore It's been months and for some reason I just (Can't get over us) And I'm stronger than this No more walking round with my head down I'm so over being blue, crying over you And I'm so sick of love songs, so tired of tears So done with wishing you were still here Said I'm so sick of love songs, so sad and slow So why can't I turn off the radio? Gotta fix that calendar I have that's marked July 15th Because since there's no more you, there's no more anniversary I'm so fed up with my thoughts of you and your memory And now every song reminds me of what used to be That's the reason I'm So sick of love songs, so tired of tears So done with wishing you were still here Said I'm so sick of love songs, so sad and slow So why can't I turn off the radio? Leave me alone (Stupid love songs) Don't make me think about her smile Or having my first child Let it go Turning off the radio 'Cause I'm so sick of love songs, so tired of tears So done with wishing she was still here Said I'm so sick of love songs, so sad and slow So why can't I turn off the radio? Said I'm so sick of love songs, so tired of tears So done with wishing she was still here Said I'm so sick of love songs, so sad and slow Why can't I turn off the radio? (Why can't I turn off the radio?) And I'm so sick of love songs, so tired of tears So done with wishing you were still here Said I'm so sick of love songs, so sad and slow Why can't I turn off the radio? (Why can't I turn off the radio?) Why can't I turn off the radio?",,
491,,,
492,,,
493,,,
494,,,
495,,,
496,,,
