,0,1,2
872,"Thanks for all  You've done I've missed you for so long I can't believe you're gone You still live In me I feel you in the wind You've got me constantly I never knew what it was to be loved  Thanks for all you've done I've missed you for so long I can't believe you're gone and You still live in me I feel you in the wind You guide me constantly I never knew what it was to be alone, no 'Cause you were always there for me You were always home waiting But now I come home and I miss your face So smiling down on me I close my eyes to see And I know you're a part of me And it's your song that sets me free I sing it while I feel, I can't hold on I sing tonight 'cause it comforts me I carry the things that remind me of you In loving memory of the one that was so true You were as kind as you could be And even though you're gone You still mean the world to me I never knew what it was to be alone, no 'Cause you were always there for me You were always home waiting But now I come home and it's not the same, no It feels empty and alone I just can't believe you're gone And I know you're a part of me And it's your song that sets me free I sing it while I feel, I can't hold on I sing tonight 'cause it comforts me I'm glad it sets you free from sorrow But I'll still love you more tomorrow And you'll be here with me still All you did you did with feeling And you always found a meaning And you always will And you always will And you always will And I know you're a part of me And it's your song that sets me free I sing it while I feel, I can't hold on I sing tonight 'cause it comforts me",,
873,,,
874,,,
875,,,
876,,"It doesn't matter where you are Someone is there with you, I fear It doesn't matter where you are I can't complain Ignore the stain Christmas day is over Lights out, breathe slower Cannot sleep Open your eyes Look outside Tell your goodbyes It doesn't matter where you are When you're alone Light a small fire I don't like your sparkles at all Guitarist and his centerfold Why is that fire old? A green light is a red light In your dreams tonight It's like a battle, battle. Christmas day is over Lights out, breathe slower I told you why I am lonely But you can't stay Tomorrow, streets, blank faces Stare unwilling But there are so few Cannot sleep Open your eyes Look outside Tell your goodbyes Cannot sleep Open your eyes Look outside Tell your goodbyes And I'll be waiting around your house",
877,,,
878,,,
879,,,
880,"She's a special girl you know, The kind I'd hope to see, Hanging on a wall, Watching me cross the street. I wonder how long it will be before I'm sick of her, And I no longer care where she goes or has been, Because she's the new thing. Feel my stomach sink. Whatever she brings, I cast myself in. She is the new thing. It started so slight then I flared into life, Attention again onto another new thing. Once she had me on my knees, enamoured with disease. Now, she fails to impress. A different sickness. A different kind of sickness, Lacking any interest. And I, sunk in apathy, Totally absorbed in me. Sitting vacant on my own, My senses lying prone. She was the new thing. Feel my stomach sink and I curse my slow limbs. Staring at her, Alterior girl, I cast myself into whatever she brings...Another new. With sickness, It ends how it begins: First mine then hers, And then the cycle blurs as my actions reoccur through no fault of my own, through no fault of my own.",,
881,,,
882,,,
883,,,
884,Wake up look me in the eyes again  I need to feel your hand upon my face  Words can be like knives  They can cut you open  And the silence surrounds you  And hunts you  I think I might've inhale you  I could feel you behind my eyes  You gotten into my bloodstream  I could feel you floating in me  Words can be like knives  They can cut you open  And the silence surrounds you  And hunts you  I think I might've inhale you  I could feel you behind my eyes  You gotten into my bloodstream  I could feel you floating in me  The spaces in between  Two minds and all the places they have been  The spaces in between  I tried to put my finger on it  I tried to put my finger on it  I think I might've inhale you  I could feel you behind my eyes  You gotten into my bloodstream  I could feel you floating in me  I think I might've inhale you  I could feel you behind my eyes  You gotten into my bloodstream  I could feel you floating in me,,
885,,,
886,,,
887,,,
888,"Get to the choppa Now our escape begins Get to the choppa It's the only way out of here Don't let them stop you Don't let them hold you back This is our chance We all must go, dead or alive Oh yeah bring it! Get to the choppa It's the only way out Get to the choppa It's the only way out I've watched you kill my friends But we've got more guns left I'm gonna get backup Then come shoot you in the face Yeah, that's right Shoot you in the face I'm gonna get backup and shoot you in the face No more escaping Get to the choppa It's the only way out Get to the choppa It's the only way out of here now Get to the choppa Get to the choppa Get to the choppa Get to the choppa Get to the choppa Get to the choppa",,
