,0,1,2
109,,,
110,,,
111,,,
112,"Now I often talk of my heart How can I turn to the dark And the swaying silence I see, is nothing I can hold onto You can't breathe if I hold you tight You can not breathe if I hold you tight Don't be afraid of letting go Don't be afraid of letting go Not of anything out of anyone All alone here with my demons Am I ready to move on To a person or place Alone away from here And I miss you And I lose you And I find you I choose to follow my heart Don't be afraid of letting go Don't be afraid of letting go Not of anything out of anyone Out of anything, out of anyone Don't be afraid of letting go Don't be afraid of letting go Don't be afraid of letting go Don't be afraid of letting go Don't be afraid of letting go Don't be afraid of letting go",,
113,,,
114,,,
115,,,
116,,,
117,,,
118,,,
119,,,
120,,,
121,,,
122,,,
123,,,
124,,,
125,,,
126,,,
127,,,
128,,,
129,,,
130,"A thousand times I've seen you standing Gravity like lunar landing You make me wanna run till I find you I shut the world away from here Drift to you, you're all I hear As everything we know fades to black Half the time the world is ending Truth is I am done pretending I, never thought that I Had anymore to give You're pushing me so far Here I am without you Drink, to all that we have lost Mistakes we have made Everything will change But, love remains the same Find a place where we escape Take you with me for a space The city bus sounds just like a fridge I walk the streets through seven bars I have to find just where you are The faces seem to blur They're all the same Half the time the world is ending Truth is I am done pretending I, never thought that I Had anymore to give You're pushing me so far Here I am without you Drink, to all that we have lost Mistakes we have made Everything will change But, love remains the same So much more to say So much to be done Don't you trick me now We shall overcome So all that's left is praying But we, should have had the sun We could have been inside Instead we're over here Half the time the world is ending Truth is I am done pretending Too much time too long defending You and I are done pretending I, never thought that I Had anymore to give You're pushing me so far Here I am without you Drink, to all that we have lost Mistakes we have made Everything will change Everything will change I, oh I, I wish this could last forever I, oh I, as if we could last forever Love remains the same Love remains the same",,
131,"ItÂ´s getting dark... too soon... a threatening silence... Surrounding me... a wind comes up from the islands... Distance fades to stormy grey Washed out from the deep of the ocean Here I will stand to face your wrath... While all the others are praying Calm down my heart... donÂ´t beat so fast... DonÂ´t be afraid just once in a lifetime No rain can wash away my tears No wind can soothe my pain You made me doubt, you made me fear But now IÂ´m not the same You took my wife, my unborn son... Torn into the deep of the ocean I donÂ´t pretend that I love you 'Cause there is nothing left to loose And when silence comes back to me I find myself feeling lonely Standing here on the shores of destiny I find myself feeling lonely I had a life to give... many dreams to live... DonÂ´t you know that youÂ´re losing so much this time Beyond the waves... I will be free While all the others are praying Calm down my heart... The love in you, it does not burn, There is no lesson you can learn And there are sounds you cannot hear, And there are feelings you canÂ´t feel Calm down my heart... donÂ´t beat so fast... DonÂ´t be afraid just once in a lifetime I donÂ´t pretend that I love you And this time IÂ´m not scared of you",,
132,,,
133,,,
134,,,
135,,,
136,"Where were you, when I said I loved you And where were you when I cried at Night Waiting up, couldn't sleep without you Thinking of all the times we shared I remember when my heart broke, I remember when I gave up lovin' you My heart couldn't take no more of you, I was sad and lonely I remember when I walked out, I remember when I screamed I hated you But some how deep inside I deep inside still lovin' you Sad and lonely No one knew all the pain I went through All the love, I saved deep in my heart for you Didn't know, where I would go, where I would be But You made me leave, and plus my heart it just, it just kept telling me so oh I remember when my heart broke, I remember when I gave up loving you My heart couldn't take no more of you I was sad and lonely I remember when I walked out, I remember when I said I hated you But some how deep inside still loving you So sad and lonely There was nowhere else to go oh No body else to turn to no For the rest of my life, I promise myself I, will love me first Then you and me I remember when my heart broke, I remember when I gave up loving you My heart couldn't take no more of you I was sad and lonely I remember when I walked out, I remember when I said I hated you But some how deep inside still loving you Sad and lonely I remember when I walked out, I remember when I gave up loving you My heart couldn't take no more of you So sad and lonely he I remember when I stormed out, I remember when I Gave, up loving you I was sad and lonely",,
137,,,
138,"Ain't found a way to kill me yet Eyes burn with stinging sweat Seems every path leads me to nowhere Wife and kids household pet Army green was no safe bet The bullets scream to me from somewhere Here they come to snuff the rooster, aww yeah, hey yeah Yeah here come the rooster, yeah You know he ain't gonna die No, no, no, ya know he ain't gonna die Here they come to snuff the rooster, aww yeah, hey yeah Yeah here come the rooster, yeah You know he ain't gonna die No, no, no, ya know he ain't gonna die Walkin' tall machine gun man They spit on me in my home land Gloria sent me pictures of my boy Got my pills 'gainst mosquito death My Buddy's breathin' his dyin' breath Oh god please won't you help me make it through Here they come to snuff the rooster, aww yeah Yeah here come the rooster, yeah You know he ain't gonna die No, no, no ya know he ain't gonna die",,
139,,,
140,,,
141,,,
142,,,
143,,,
144,,,
145,,,
146,,,
147,,,
148,,,
149,,,
150,,,
151,"The Earth is shaking down below our feet. We move in wonder how we generate the beat. My blood is boiling, wonderful in heat. We glow like embers dancing in the dark. Where is the Promised Land? Where is the brave new world? Why do all dreams grow and then die? How we can move the streets today? Where is the Promised Land? Where is the brave new world? Why do all dreams grow and then die? How we can move the streets today? (Where is the Promised Land? Where is the brave new world? Where is the Promised Land? Where is the brave new world?) The lights are fading out before our eyes. We lose each other as we celebrate the beat. Our lives are changing faster then we think. We flow like dancers crashing in the dark.Th Where is the Promised Land? Where is the brave new world? Why do all dreams grow and then die? How we can move the streets today? Where is the Promised Land? Where is the brave new world? Why do all dreams grow and then die? How we can move the streets today? Where is the Promised Land? Where is the brave new world? Why do all dreams grow and then die? How we can move the streets today?",,
152,,,
153,,,
154,,,
155,,,
156,,,
157,,,
158,"In a garden in the house of love Sitting lonely on a plastic chair The sun is cruel when he hides away I need a sister - I'll just stay A little girl, a little guy In a church or in a school Little Jesus are you watching me? I'm so young - just eighteen She She she she shine on She she she shine on She she she shine on In a garden in a house of love There's nothing real just a coat of arms I'm not the pleasure that I used to be So young - just eighteen She She she she shine on She she she shine on She she she shine on I don't know why I dream this way The sky is purple and things are right every day I don't know, it's just this world's so far away But I won't fight, and I won't hate Well not today She She she she shine on She she she shine on She she she shine on",,
159,,,
160,,,
161,,,
162,,,
163,It's my heart It's not your game Look what you can do You broke us in two Lost souls I don't care If they talk When I walk away You asked me to stay Lost souls Spreading lies Everywhere They all lead back to you They all lead back to you Lost souls,,
164,,,
165,,,
166,,,
167,,,
168,,,
169,,,
170,"We'll walk around pretending We're all grown up -- hey rich girl Well can you tell me why you're so stuck up? When you act like you're so down  Does paranoia come around  And seize your mind?  Now roll your eyes  there's an investigation to be done  Like who's been wearing what with who? So what's been going on?  You've got to know You've got to know I'll tell you everything I know  Any little thing I know  I'll tell you everything I know  Any little things I know  You've got a lovely way with words  Must be the way you see the world  Its just the way you see the world we walk around pretending  We're all grown up -- hey rich girl  Well can you tell me why you're so stuck up?  When you act like you're so down  Does paranoia come around?  Read your mind and take your eyes  Investigation to be done  Like who's been wearing what with who?  Hey what's been going on around here? You gotta tell me you You got the know -- I'd like to know I'll tell you everything I know  Any little thing I know  I'll tell you everything I know  Any little things I know  You've got a lovely way with words  Must be the way you see the world  Its just the way you see the world oh what a lovely way with words  Is that the way you see the world?  Its just the way you see the world I went down to your house last weekend  You said, ""come on man, you don't have to point out  Everything that's bad.  So there's a broken mirror on my bed  I'll clean it up, so what?  You don't have to be such an asshole all the time."" Aww don't be like that.",,
171,,,
172,,,
173,,,
174,,,
175,"Warrior, show me the way Warrior, show me the way Show me how you got to be so strong Want you there if ever I'm wrong Oh Warrior, show me the way Ahh ahh ahhh...  Ahh ahh ahhh...  I've been thinking about you since I began Give me time, I'm doing all I can You've been stealing my attention all day I hope to get you coming my way Everyday it gets better You fought battles and you never let up Oh Warrior, show me the way Warrior, show me the way Warrior, show me the way (Show me show me show me) Warrior, show me the way Warrior, show me the way (Show me show me show me) Warrior, show me the way (Show me show me show me) Warrior, show me the way (warrior) (Show me show me show me how you do it baby) Warrior, oh (Show me show me) Warrior (How you do it baby) Warrior, oh warrior (Show me how you do it baby) Warrior, oh... warrior (Show me how you do it baby) Warrior, oh warrior,  Ooh warrior How you do it How you do it How you do it How you do it Oh...",,
176,,,
177,"Only clowns would play with those balloons What d'ya wanna look like Barbie for Dear oh Lord, it's easy Roasting, roasting, roasting deed Mahogany Titties that live on and on and on and on Only clowns would play with those balloons What d'ya wanna look like Barbie for Dear oh Lord, it's easy Only clowns would play with those balloons Passive when I'm in record Day and night I'm watching you Roasting, roasting, roasting deed Mahogany Titties that live on and on and on and on Only clowns would play with those balloons What d'ya wanna look like Barbie for Dear oh Lord, it's easy",,
178,,,
179,,,
180,,,
181,,,
182,,,
183,,,
184,,,
185,,,
186,,,
187,,,
188,,,
189,,,
190,,"Tidal waves don't beg forgiveness Crashed and on their way Father he enjoyed collisions; others walked away A snowflake falls in may. And the doors are open now as the bells are ringing out 'Cause the man of the hour is taking his final bow Goodbye for now. Nature has its own religion; gospel from the land Father ruled by long division, young men they pretend Old men comprehend. And the sky breaks at dawn; shedding light upon this town They'll all come â??round Cause the man of the hour is taking his final bow Good bye for now. And the road The old man paved The broken seems along the way The rusted signs, left just for me He was guiding me, love, his own way Now the man of the hour is taking his final bow As the curtain comes down I feel that this is just goodbye for now","You light the skies, up above me A star, so bright, you blind me, yeah Don't close your eyes Don't fade away, don't fade away, oh Yeah, you and me, we can ride on a star If you stay with me, girl We can rule the world Yeah, you and me, we can light up the sky If you stay by my side We can rule the world If walls break down, I will comfort you If angels cry, oh I'll be there for you You've saved my soul Don't leave me now, don't leave me now, oh Yeah, you and me, we can ride on a star If you stay with me, girl We can rule the world Yeah, you and me, we can light up the sky If you stay by my side We can rule the world Oh, all the stars are coming out tonight They're lighting up the sky tonight For you, for you All the stars are coming out tonight They're lighting up the sky tonight For you, for you, oh Yeah, you and me, we can ride on a star If you stay with me, girl We can rule the world Yeah, you and me, we can light up the sky If you stay by my side We can rule the world All the stars are coming out tonight They're lighting up the sky tonight For you, for you All the stars are coming out tonight They're lighting up the sky tonight For you, for you All the stars are coming out tonight They're lighting up the sky tonight For you, for you All the stars are coming out tonight They're lighting up the sky tonight For you, for you"
191,"Enemy, familiar friend My beginning and my end Knowing truth, whispering lies And it hurts again What I fear and what I've tried Words I say and what I hide All the pain, I want it to end But I want it again And it finds me The fight inside is coursing through my veins And it's raging The fight inside is breaking me again I'm still the same, pursuing pain Is it worth all that I've gained? We both know how this will end But I'd do it again And it finds me The fight inside is coursing through my veins And it's raging The fight inside is hurting me again And it finds me The war within me pulls me under And without you The fight inside is breaking me again , it's everything (It's nothing), it's everything (It's nothing), it's everything (It's nothing), it's everything And it finds me The fight inside is coursing through my veins And it's raging The fight inside is hurting me again It's breaking me It's breaking me I'm falling apart I'm falling apart",,
192,,,
193,,,
194,,,
195,,,
196,"I was following the, I was following the, I was following the, I was following the I was following the, I was following the, I was following the, I was following the I was following the pack, all swallowed in their coats With scarves of red tied 'round their throats To keep their little heads from falling in the snow, and I turned 'round and there you go And Michael, you would fall and turn the white snow red as strawberries in the summertime I was following the pack, all swallowed in their coats With scarves of red tied 'round their throats To keep their little heads from falling in the snow, and I turned 'round and there you go And Michael, you would fall and turn the white snow red as strawberries in the summertime I was following the pack, all swallowed in their coats With scarves of red tied 'round their throats To keep their little heads from falling in the snow, and I turned 'round and there you go And Michael, you would fall and turn the white snow red as strawberries in summertime",,
197,,,
198,,,
199,,,
200,,,
201,"I ought to get going I shouldn't stay here and love you More than I do 'Cause you're so much younger than I am Come up the years, come up the years And love me, love me, love me A younger girl keeps hanging around One of the loveliest I've ever found Blowin' my mind, stealin' my heart Somebody help me 'fore I fall apart I ought to get going I shouldn't stay here and love you More than I do 'Cause you're so much younger than I am Come up the years, come up the years And love me, love me, love me The things she's doing keep turning me on And I've been happy to go right along I know it's time that I said goodbye I know I can't leave no matter how hard I try I ought to get going I shouldn't stay here and love you More than I do 'Cause you're so much younger than I am Come up the years, come up the years And love me, love me, love me (I ought to get going) Love me (come up the years, come up the years) Love me (I ought to get going Won't you love me (come up the years, come up the years)",,
202,,,
203,,,
204,,,
205,,,
206,,,
207,,,
208,,,
209,,,
210,"When I was young, it seemed that life was so wonderful A miracle, oh it was beautiful, magical And all the birds in the trees, well they'd be singing so happily Oh joyfully, playfully watching me But then they send me away to teach me how to be sensible Logical, oh responsible, practical And they showed me a world where I could be so dependable Oh clinical, oh intellectual, cynical There are times when all the world's asleep The questions run too deep For such a simple man Won't you please, please tell me what we've learned I know it sounds absurd Please tell me who I am I said, watch what you say or they'll be calling you a radical Liberal, oh fanatical, criminal Won't you sign up your name, we'd like to feel you're Acceptable Respectable, oh presentable, a vegetable! Oh, take it take it yeah But at night, when all the world's asleep The questions run so deep For such a simple man Won't you please tell me what we've learned I know it sounds absurd Please tell me who I am, who I am, who I am, who I am 'Cause I was feeling so logical D-d-digital One, two, three, five Oh, oh, oh, oh It's getting unbelievable",,
211,,,
212,,,
213,,,
214,,,
215,,,
216,,,
217,,,
218,,,
219,,,
220,,,
221,,,
222,,,
223,,,
224,"I got a girlfriend Only she don't know it yet I got a six string best friend Who sleeps with a broken neck I want to make my mark Change the world, with this flow But, all this doubt in my head It won't let me go Can't you see I want to lock my door and shut out all the world surrounding me Safe from the problems and the pressures caused by insecurities Get up! Get up! Let the good times roll! Get up! Get up! Take my heart and my soul! Get up! Get up! Let the good times roll On and on and on Feel like everyone else just needs to see through different eyes From the outside looking in we shout the anthem of our lives Come on and let me go And just like everyone else I feel the pain each time I try But I'll fight the bitter end To shout the anthem The anthem of our lives I got a heartache She's my insecurity I got all these on my tongue but they escape me I want to breakout, carpe diem, I know, but all this doubt in my head It won't let me go Can't you see I want to find my own direction on this busy one-way street Where all the influential people never bother helping me Get up! Get up! Let the good times roll Get up! Get up! Take my heart and my soul! Get up! Get up! Let the good times roll One and on and on Feel like everyone else just needs to see through different eyes From the outside looking in we shout the anthem of our lives Come on and let me go And just like everyone else I feel the pain each time I try But I'll fight the bitter end To shout the anthem The anthem of our lives This is the anthem Out to all the misfits If you feel you don't belong If you don't give a shit About authority About majority About conformity Shout it out Let us go! Let us go! Let us go! Let us go! Let us go! Let us go! Let us go! Everyone else just needs to see through different eyes From the outside looking in We shout the anthem of our lives Just like everyone else I feel the pain each time I try But I'll fight the bitter end To shout the anthem The anthem of our lives Feel like everyone else just needs to see through different eyes From the outside looking in We shout the anthem of our lives Just like everyone else I feel the pain each time I try But I'll fight the bitter end To shout the anthem The anthem of our lives",,
225,"Back to you It always comes around Back to you I tried to forget you I tried to stay away But its too late Over you I'm never over Over you Something about you Its just the way you move The way you move me I'm so good at forgetting And I quit ever game I play But forgive me, love I cant turn and walk away Back to you It always comes around Back to you I walk with your shadow I'm sleeping in my bed With your silhouette Should have smiled in that picture If its the last that Ill see of you Its the least that you Could not do Leave the light on I'll never give up on you Leave the light on For me too Back to me I know that it comes Back to me Doesn't it scare you Your will is not as strong As it used to be",,
226,,,
227,"This song says, no matter who you are, No matter where you go in your life At some point you're going to need Somebody to stand by you. Oh yeah! Oh my darlin' stand by me! No matter who your are, no matter where you go in life You gon' need somebody, to stand by you. No matter how much money you got, or the friends you got, You gon' need somebody, to stand by you When the night has come, and the way is dark, And that moon is the only light you see. No I won't be afraid, no I-I-I won't be afraid Just as long as the people come and stand by me. Darlin' darlin' stand by me, ooh stand by me Oh stand Stand stand by me C'mon stand by me stand by me If the sky that we look upon Well should tumble and fall And the mountains should crumble to the sea I won't cry, I won't cry, no I won't she'd a tear Just as long as you stand, stand by me Oh darling, darling stand by me, oh stand by me, Oh please stand, stand by me, stand by me. Oh darling, darling stand by me, oh stand by me, Please stand, stand by me, stand by me. Oh baby, baby Oh darlin' darlin' stand la la nomie Ooh stand la la nomie, O stand O stand stand Stand by me c'mon stand by me, stand by me. Stand la la nomie, oh won't you stand, la la nomie, Oh stand la la nomie, stand by me, c'mon stand by me. When the night has come, and the way is dark And the moon, is the only light you see I won't be afraid, lala nomie, I won't be afraid Not as long, not as long as you stand by me.",,
228,,,
229,,,
230,,,
231,,,
232,,,
233,"All right Come on Can you fill me in (Let's talk about it) I was checking this girl next door When her parents went out She phoned said, ""hey boy, come on right around"" So I knock at the door You was standin' with a bottle of red wine, ready to pour Dressed in long black satin and lace to the floor So I went in, then we sat down start kissing, caressing Told me about jacuzzi, sounded interesting So we jumped right in All calls diverted to answer phone Please leave a message after the tone I mean me and her parents were kind of cool But they ran a fine line between me and you We were just doing things young people in love do Parents tryna find out what we were up to Saying why were you creeping around late last night Why did I see two shadows moving in your bedroom light Now you're dressed in black When I left you were dressed in white Can you fill me in Calls diverted to answer phone Red wine bottle, half the contents gone When I returned, Jacuzzi turned on Can you fill me in Whenever the coast was clear and she'd ask me to come out I'd say, ""hey girl, come on right around"" So she knocked at the door I was standing with the keys in my hand to the 4x4 Jumped in my ride, checkin' that nobody saw The club we went in We got down bounced bounced to the rhythm Saw it was early morning Thought we'd better be leavin' So I gave you my jacket for you to hold Told you to wear it 'cause you felt cold I mean me and her didn't mean to break the rules I weren't trying to play your mum and dad for fools We were just doing things young people in love do Parents tryna find out what we were up to Saying why can't you keep your promises no more Say you'll be home by 12, come strolling in at 4 Out went the girls but leaving with the boy next door Can you fill me in Wearing a jacket, who's property Said you'd been queuing for a taxi But you left all your money on the TV Can you fill me in All they seem to do is be checking up on you baby Watchin' our every move, think some day they might approve baby Why were you creeping around late last night Why did I see two shadows moving in your bedroom light Now you're dressed in black When I left you were dressed in white Can you fill me in Calls diverted to answer phone Red wine bottle, half the contents gone When I returned, Jacuzzi turned on Can you fill me in",,
234,,,
235,,,
236,,,
237,,,
238,,,
239,"Well you win, it's your show now So what's it gonna be 'Cause people will tune in How many train wrecks do we need to see Before we lose touch of We thought this was low It's bad getting worse so Where did all the good people go, I've been changing channels I don't see them On the TV shows Where did all the good people go, We got heaps and heaps of what we sow They got this and that With a rattle of tat Testing, one two Man what you gonna do Bad news, misused Got too much to lose Gimme some truth Now whose side are we on Whatever you say, turn on the boob tube I'm in the mood to obey So lead me astray, and by the way now Where did all the good people go, I've been changing channels I don't see them On the TV shows Where did all the good people go, We got heaps and heaps of what we sow Sitting around feeling far away So far away but I can feel the debris Can you feel it You interrupt me from a friendly conversation To tell me how great it's all gonna be You might notice some hesitation It's important to you it's not important to me But way down by the edge or your reason Well it's beginning to show And all I really want to know is Where did all the good people go, I've been changing channels I don't see them on the T.V. shows Where did all the good people go, We got heaps and heaps of what we sow They got this and that With a rattle of tat Test down, one two Man what you gonna do Bad news, missed use Gimme some truth You got too much to lose Now whose side are we on But anyway, okay, whatever you say, Wrong or resolute, I'm in the mood to obey Station through station Desensitizing the nation Where did all the people go? Going, going, gone",,
240,,,
241,,,
242,,,
243,,,
244,,,
245,,,
246,,,
247,,,
248,,,
249,,,
250,"Do the D.A.N.C.E. One, two, three, four, fight Stick to the B.E.A.T. Get ready to ignite You were such a P.Y.T. Catching all the lights Just easy as A.B.C. That's how you make it right Do the D.A.N.C.E. One, two, three, four, fight Stick to the B.E.A.T. Get ready to ignite You were such a P.Y.T. Catching all the lights Just easy as A.B.C. That's how you make it right Do the D.A.N.C.E. Stick to the B.E.A.T. Just easy as A.B.C. Do the dance Do the dance The way you move is a mystery Do the dance You're always there for music and me Do the dance The way you move is a mystery Do the dance You're always there for music and me Do the D.A.N.C.E. One, two, three, four, fight Stick to the B.E.A.T. Get ready to ignite You were such a P.Y.T. Catching all the lights Just easy as A.B.C. That's how you make it right Do the dance (do the dance) The way you move is a mystery Do the dance (do the dance) You're always there for music and me Do the dance (do the dance) The way you move is a mystery Do the dance (do the dance) You're always there for music and me Under the spotlights Neither black nor white It doesn't matter Do the dance (do the dance) As strong as you might Working day and night Whatever happens Do the dance (do the dance) Under the spotlights Neither black nor white It doesn't matter Do the dance (do the dance) As strong as you might Working day and night Whatever happens Do the dance (do the dance) The way you move is a mystery Do, do the dance (do the dance) You're always there for music and me The way you move is a mystery",,
251,,,
252,,,
253,,,
254,,,
255,,,
256,,,
257,,,
258,,,
259,,,
260,"A cloaking robe of elven kind  Hangs in my wardrobe behind  All those things that mother  Said were proper for a boy  And I know I could not say why  On this summer evening  Sixteen books on magic spells  Stacked below the cloak of elves  And sixteen books on magic spells  So elegantly bound  And I know I could not say why  On this summer evening  And I know something, something about you  And I know something, something about you  A cloaking robe of elven kind  Hangs in my wardrobe behind  All those things that mother said  Were proper for a boy",,
261,,,
262,,,
263,,,
264,"I know I got what I give Since I don't geel too good guess I don't give much Maybe I just want to live I knock on wood everytime I feel human touch What can I do to fit in? Kiss up to someone? It will never happen When alienation hits inn on me My empathy is gone, my conscious blackens and I just spit in your face When you ask for help My heart is made of stone Nobody's best friend, I'm on my defence Everyone stands alone Another elbow hit, somebody's ego trip Everyone stands alone I know I get what I give Funny vibes, what goes around comes around But yeah, I just want to live With someone by my side some kind of close bond Another spit in your face Every time you need me I am busy with my own When it all comes down to it we all stand alone So many times it's been shown Hearts that are made of stone",,
265,"If I had to I would put myself right beside you So let me ask you, Would ya like that? Would ya like that? And I don't mind If you say This love is the last time So now I'll ask, Do ya like that? Do ya like that? No Something's getting in the way Something's just about to break I will try to find my place In the diary of Jane So, tell me How it should be? Try to find out What makes you tick As I lie down Sore and sick Do ya like that, Do ya like that? There's a fine line Between love and hate And I don't mind Just let me say, That I like that, I like that Something's getting in the way Something's just about to break I will try to find my place In the diary of Jane As I burn another page As I look the other way I still try to find my place In the diary of Jane So tell me How it should be? Desperate I will crawl Waiting for so long No love, there's no love Die for anyone What have I become? Something's getting in the way Something's just about to break I will try to find my place In the diary of Jane As I burn another page As I look the other way I still try to find my place In the diary of Jane",,
266,,,
267,,,
268,,,
269,,,
270,,,
271,,,
272,"Yo listen up, here's the story About a little guy that lives in a blue world And all day and all night and everything he sees is just blue Like him, inside and outside Blue his house with a blue little window And a blue Corvette And everything is blue for him And himself and everybody around 'Cause he ain't got nobody to listen I'm blue da ba dee da ba daa Da ba dee da ba daa, da ba dee da ba daa, da ba dee da ba daa Da ba dee da ba daa, da ba dee da ba daa, da ba dee da ba daa I'm blue da ba dee da ba daa Da ba dee da ba daa, da ba dee da ba daa, da ba dee da ba daa Da ba dee da ba daa, da ba dee da ba daa, da ba dee da ba daa I have a blue house with a blue window Blue is the color of all that I wear Blue are the streets and all the trees are too I have a girlfriend and she is so blue Blue are the people here that walk around Blue like my Corvette, it's in and outside Blue are the words I say and what I think Blue are the feelings that live inside me I'm blue da ba dee da ba daa Da ba dee da ba daa, da ba dee da ba daa, da ba dee da ba daa Da ba dee da ba daa, da ba dee da ba daa, da ba dee da ba daa I'm blue da ba dee da ba daa Da ba dee da ba daa, da ba dee da ba daa, da ba dee da ba daa Da ba dee da ba daa, da ba dee da ba daa, da ba dee da ba daa I have a blue house with a blue window Blue is the color of all that I wear Blue are the streets and all the trees are too I have a girlfriend and she is so blue Blue are the people here that walk around Blue like my Corvette, it's in and outside Blue are the words I say and what I think Blue are the feelings that live inside me I'm blue da ba dee da ba daa Da ba dee da ba daa, da ba dee da ba daa, da ba dee da ba daa Da ba dee da ba daa, da ba dee da ba daa, da ba dee da ba daa  I'm blue da ba dee da ba daa Da ba dee da ba daa, da ba dee da ba daa, da ba dee da ba daa Da ba dee da ba daa, da ba dee da ba daa, da ba dee da ba daa",,
273,,,
274,,,
275,,,
276,"Ahora que esta todo en silencio Y que la calma me besa el corazón Os quiero decir adiós Porque a llegado la hora de que andeis el camino ya sin mi Hay tanto por lo que vivir No llores cielo y vuélvete a enamorar Me gustaría volver a verte sonreír Pero mi vida yo nunca podre olvidarte  Y solo el viento sabe lo que as sufrido por amarme Hay tantas cosas que nunca te dije en vida  Que eres todo cuanto amo  Y ahora que ya no estoy junto a ti te cuidare desde aquí  Se que la culpa os acosa y os susurra al oído  ""pude hacer mas"", no ahi nada que reprochar Ya no ahí demonios en el fondo del cristal  Y solo bebo todos los besos que no te di Pero mi vida yo nunca podre olvidarte  Y solo el viento sabe lo que has sufrido por amarme Ahí tantas cosas que nunca te dije en vida Que eres todo cuanto amo y ahora que no estoy junto a ti Vivo cada vez que habláis de mi y muero otra vez si lloráis He aprendido al fin a disfrutar y soy feliz No llores cielo y vuélvete a enamorar Nunca me olvides me tengo que marchar Pero mi vida yo nunca podre olvidarte  Y solo el viento sabe lo que has sufrido por amarme Hay tantas coas que nunca te dije en vida Que eres todo cuanto amo y ahora que ya no estoy junto a ti Desde mi cielo os arropare en la noche  Y os acunare en los sueños y espantare todos los miedos Desde mi cielo os esperare escribiendo No estoy solo pues me cuidan la liberta y la esperanza Yo nunca os olvidare",,
277,,,
278,,,
279,"I'll tell me Ma when I go home The boys won't leave the girls alone They pull my hair, they stole my comb But that's alright till I go home She is handsome, she is pretty She is the belle of Dublin city She is courtin' one, two, three Please won't you tell me, who is she? Albert Mooney says he loves her All the boys are fightin' for her They knock at the door and the ring at the bell Sayin' ""Oh, my true love are you well?"" Out she comes as white as snow Rings on her fingers, bells on her toes Jenny Murphy says she'll die If she doesn't get the fellow with the rovin' eye She is handsome, she is pretty She is the belle of Dublin city She is courtin' one, two, three Please won't you tell me, who is she? Let the wind and the rain and the hail blow high And the snow come shovelin' from the sky She's as sweet as apple pie And she'll get her own lad by and by When she gets a lad of her own She won't tell her Ma when she gets home Let them all come as they may But it's Albert Mooney she loves still She is handsome, she is pretty She is the belle of Dublin city She is courtin' one, two, three Please won't you tell me, who is she?",,
280,"She said she saw me on TV This girl's a legend in the late night scene And you can see she aimed to please 'Cause she just wouldn't take her eyes off me She made the music come to life She moved her body like a butcher knife Chopping up every guy in sight She was mysterious I could not resist to save my life I don't know what this girl was after She's a natural (oh) natural disaster She's so sexy I had to have her She's a natural (oh) natural disaster Natural disaster And when she left me on the floor She knew I'd follow her right out that door She'd always leave you craving more Just the addiction I've been waiting for She made the music come to life Staring me down with those electric eyes And when she said ""your place or mine?"" I was delirious, I could not resist to save my life I don't know what this girl was after She's a natural (oh) natural disaster She's so sexy I had to have her She's a natural (oh) natural disaster Natural disaster What's your name? What's your game? Show me how to play (All night long) 'Cause I can see you and me going all the way (All night long) I don't even really care what you're after (All night long) As long as you keep going faster, faster She said she saw me on TV This girl's a legend in the late night scene And you can see she aimed to please 'Cause she just wouldn't take her eyes off me I don't know what this girl was after She's a natural (oh) natural disaster She's so sexy I had to have her She's a natural (oh) natural disaster Natural disaster I don't know what this girl was after She's a natural (oh) natural disaster She's so sexy I had to have her She's a natural (oh) natural disaster Natural disaster",,
281,,,
282,,,
283,,,
284,"Reluctantly crouched at the starting line Engines pumping and thumping in time The green light flashes, the flags go up Churning and burning, they yearn for the cup They deftly maneuver and muscle for rank Fuel burning fast on an empty tank Reckless and wild, they pour through the turns Their prowess is potent and secretly stern As they speed through the finish, the flags go down The fans get up and they get out of town The arena is empty except for one man Still driving and striving as fast as he can The sun has gone down and the moon has come up And long ago somebody left with the cup But he's driving and striving and hugging the turns And thinking of someone for whom he still burns He's going the distance He's going for speed She's all alone (all alone) All alone in her time of need Because he's racing and pacing and plotting the course He's fighting and biting and riding on his horse He's going the distance No trophy, no flowers, no flashbulbs, no wine He's haunted by something he cannot define Bowel-shaking earthquakes of doubt and remorse Assail him, impale him with monster-truck force In his mind, he's still driving, still making the grade She's hoping in time that her memories will fade 'Cause he's racing and pacing and plotting the course He's fighting and biting and riding on his horse The sun has gone down and the moon has come up And long ago somebody left with the cup But he's striving and driving and hugging the turns And thinking of someone for whom he still burns 'Cause he's going the distance He's going for speed She's all alone (all alone) All alone in her time of need Because he's racing and pacing and plotting the course He's fighting and biting and riding on his horse He's racing and pacing and plotting the course He's fighting and biting and riding on his horse He's going the distance He's going for speed He's going the distance Ah no, so sad, alright  Oh no, oh no, no, no",,
285,,,
